Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0910,BOS,1,Rondo-R.Allen-Pierce-Garnett-Perkins,.530,.441,+12,39%,35%,48.0%,0%
0910,BOS,2,Rondo-R.Allen-Pierce-Wallace-Perkins,.474,.465,+5,37%,31%,48.5%,+1%
0910,BOS,3,Rondo-R.Allen-Pierce-Garnett-Wallace,.429,.465,-8,38%,32%,46.0%,+3%
0910,BOS,4,Rondo-T.Allen-R.Allen-Garnett-Perkins,.500,.401,-1,38%,37%,50.5%,0%
0910,BOS,5,Rondo-R.Allen-Daniels-Garnett-Perkins,.540,.424,-16,37%,34%,47.5%,+1%
0910,BOS,6,Robinson-Daniels-Finley-Davis-Wallace,.485,.465,-10,24%,33%,47.5%,+5%
0910,BOS,7,House-R.Allen-Daniels-Williams-Wallace,.523,.389,-22,30%,27%,44.0%,+8%
0910,BOS,8,Rondo-R.Allen-Pierce-Scalabrine-Perkins,.510,.500,0,36%,38%,53.0%,-2%
0910,BOS,9,Rondo-T.Allen-Pierce-Garnett-Perkins,.434,.451,+24,40%,23%,52.0%,-1%
0910,BOS,10,House-Daniels-Pierce-Williams-Wallace,.416,.490,-2,22%,22%,45.5%,-2%
0910,BOS,11,Rondo-R.Allen-Pierce-Davis-Perkins,.439,.513,-6,39%,26%,45.5%,-13%
0910,BOS,12,Rondo-R.Allen-Daniels-Davis-Wallace,.516,.492,-5,48%,34%,46.0%,+5%
0910,BOS,13,Rondo-Daniels-Pierce-Garnett-Perkins,.593,.520,-12,52%,24%,53.0%,-5%
0910,BOS,14,House-T.Allen-R.Allen-Davis-Wallace,.500,.362,-2,36%,26%,46.0%,+3%
0910,BOS,15,Rondo-R.Allen-Pierce-Davis-Wallace,.404,.408,-5,33%,33%,44.0%,+13%
0910,BOS,16,Rondo-House-R.Allen-Garnett-Perkins,.563,.471,+2,33%,31%,61.0%,-11%
0910,BOS,17,Rondo-Daniels-Pierce-Garnett-Wallace,.453,.451,-1,34%,35%,47.5%,+7%
0910,BOS,18,Rondo-T.Allen-R.Allen-Garnett-Wallace,.575,.563,+12,45%,25%,57.0%,-7%
0910,BOS,19,Rondo-R.Allen-Daniels-Garnett-Wallace,.549,.404,+1,47%,34%,44.5%,+19%
0910,BOS,20,Rondo-House-R.Allen-Davis-Wallace,.467,.455,-18,29%,24%,52.5%,-5%
