Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0910,POR,1,Miller-Roy-Batum-Aldridge-Camby,.491,.468,+99,36%,35%,53.5%,+4%
0910,POR,2,Miller-Bayless-Webster-Aldridge-Howard,.448,.474,+26,30%,35%,55.0%,+3%
0910,POR,3,Miller-Roy-Webster-Aldridge-Howard,.497,.505,+12,30%,36%,47.5%,+3%
0910,POR,4,Blake-Miller-Roy-Aldridge-Oden,.517,.417,-5,35%,32%,55.5%,-6%
0910,POR,5,Blake-Roy-Webster-Aldridge-Oden,.463,.487,-12,37%,34%,57.0%,+1%
0910,POR,6,Blake-Roy-Webster-Aldridge-Przybilla,.389,.519,+24,25%,42%,51.5%,0%
0910,POR,7,Blake-Miller-Roy-Aldridge-Przybilla,.487,.425,+11,28%,37%,47.0%,-3%
0910,POR,8,Bayless-Fernandez-Webster-Aldridge-Howard,.388,.486,-9,40%,31%,53.0%,-1%
0910,POR,9,Miller-Fernandez-Webster-Aldridge-Howard,.444,.500,+14,31%,35%,52.5%,+8%
0910,POR,10,Miller-Roy-Webster-Aldridge-Przybilla,.472,.417,+18,25%,29%,54.5%,+6%
0910,POR,11,Miller-Roy-Batum-Aldridge-Howard,.471,.545,+4,38%,44%,46.0%,+6%
0910,POR,12,Blake-Miller-Webster-Aldridge-Howard,.495,.430,-2,29%,31%,39.5%,0%
0910,POR,13,Blake-Miller-Webster-Aldridge-Pendergraph,.611,.440,-15,28%,31%,52.0%,+3%
0910,POR,14,Blake-Fernandez-Roy-Aldridge-Przybilla,.508,.400,+17,29%,42%,42.0%,+1%
0910,POR,15,Blake-Fernandez-Batum-Cunningham-Aldridge,.576,.452,+2,26%,42%,51.0%,+6%
0910,POR,16,Bayless-Fernandez-Roy-Howard-Camby,.314,.529,+11,24%,43%,43.0%,+3%
0910,POR,17,Bayless-Fernandez-Webster-Cunningham-Howard,.425,.417,-10,29%,30%,55.5%,+8%
0910,POR,18,Blake-Fernandez-Roy-Aldridge-Oden,.471,.500,-7,29%,28%,35.0%,-9%
0910,POR,19,Miller-Roy-Webster-Aldridge-Camby,.387,.482,+5,40%,50%,50.0%,+6%
0910,POR,20,Miller-Fernandez-Roy-Aldridge-Przybilla,.458,.436,-7,25%,40%,40.5%,-6%
