Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0809,POR,1,Blake-Roy-Batum-Aldridge-Przybilla,.543,.484,+16,33%,39%,54%,+2%
0809,POR,2,Blake-Roy-Batum-Aldridge-Oden,.517,.531,-4,36%,35%,53%,+1%
0809,POR,3,Blake-Roy-Outlaw-Aldridge-Przybilla,.496,.478,+21,30%,31%,55.5%,0%
0809,POR,4,Rodriguez-Roy-Batum-Aldridge-Oden,.558,.587,+11,44%,29%,56.5%,+1%
0809,POR,5,Blake-Roy-Outlaw-Aldridge-Oden,.527,.524,+37,35%,36%,56.5%,+8%
0809,POR,6,Blake-Fernandez-Roy-Aldridge-Przybilla,.568,.477,+41,34%,39%,50%,+14%
0809,POR,7,Rodriguez-Fernandez-Outlaw-Aldridge-Przybilla,.557,.436,+7,29%,35%,51.5%,+2%
0809,POR,8,Rodriguez-Fernandez-Outlaw-Frye-Przybilla,.491,.462,-12,31%,23%,55%,-7%
0809,POR,9,Blake-Fernandez-Roy-Outlaw-Aldridge,.522,.523,+38,21%,38%,46%,-1%
0809,POR,10,Blake-Fernandez-Roy-Aldridge-Oden,.487,.458,-11,29%,41%,57.5%,-2%
0809,POR,11,Rodriguez-Fernandez-Roy-Outlaw-Oden,.566,.417,-8,47%,41%,59%,-3%
0809,POR,12,Rodriguez-Fernandez-Outlaw-Aldridge-Frye,.485,.440,-19,28%,35%,48%,+2%
0809,POR,13,Rodriguez-Fernandez-Outlaw-Aldridge-Oden,.538,.496,-5,37%,35%,45%,-4%
0809,POR,14,Blake-Fernandez-Roy-Outlaw-Przybilla,.537,.434,+17,24%,31%,53%,+3%
0809,POR,15,Rodriguez-Fernandez-Roy-Outlaw-Przybilla,.481,.545,-7,32%,37%,46%,-4%
0809,POR,16,Bayless-Fernandez-Outlaw-Aldridge-Przybilla,.468,.443,+4,33%,30%,57.5%,-6%
0809,POR,17,Blake-Fernandez-Outlaw-Aldridge-Oden,.500,.490,-15,28%,34%,53%,+2%
0809,POR,18,Bayless-Fernandez-Roy-Outlaw-Przybilla,.516,.510,+18,34%,40%,50%,-2%
0809,POR,19,Blake-Fernandez-Outlaw-Aldridge-Przybilla,.464,.560,+15,35%,31%,54.5%,+1%
0809,POR,20,Blake-Roy-Batum-Outlaw-Aldridge,.510,.443,+11,28%,40%,54.5%,+6%
