Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1718,UTA,1,Rubio-Mitchell-Ingles-Favors-Gobert,.490,.450,+39,37%,31%,52.5%,-1%
1718,UTA,2,Rubio-Mitchell-Crowder-Ingles-Gobert,.460,.370,+55,35%,28%,52.5%,+4%
1718,UTA,3,Rubio-Mitchell-Ingles-Jerebko-Favors,.460,.500,-23,33%,29%,50.0%,+3%
1718,UTA,4,Rubio-Hood-Ingles-Favors-Gobert,.440,.490,-5,38%,29%,52.5%,-2%
1718,UTA,5,Rubio-Mitchell-Sefolosha-Ingles-Favors,.520,.520,-10,35%,33%,51.5%,-4%
1718,UTA,6,Rubio-Mitchell-Ingles-Jerebko-Gobert,.490,.400,+4,39%,31%,47.5%,-3%
1718,UTA,7,Mitchell-O'Neale-Ingles-Favors-Gobert,.450,.430,+9,38%,31%,65.0%,-3%
1718,UTA,8,Mitchell-Hood-Johnson-Ingles-Favors,.500,.400,-11,24%,33%,45.5%,-2%
1718,UTA,9,Mitchell-O'Neale-Crowder-Ingles-Gobert,.450,.460,-15,41%,25%,47.0%,+2%
1718,UTA,10,Rubio-Mitchell-Johnson-Ingles-Gobert,.450,.440,+13,38%,27%,55.5%,+6%
1718,UTA,11,Rubio-Burks-Hood-Johnson-Udoh,.350,.480,-6,26%,37%,45.0%,+2%
1718,UTA,12,Rubio-Mitchell-Johnson-Ingles-Udoh,.500,.590,-9,25%,42%,38.0%,+9%
1718,UTA,13,Rubio-Mitchell-O'Neale-Crowder-Gobert,.500,.420,-2,39%,38%,51.0%,+13%
1718,UTA,14,Mitchell-Burks-Ingles-Jerebko-Favors,.510,.480,+5,45%,50%,52.5%,+5%
1718,UTA,15,Mitchell-O'Neale-Crowder-Jerebko-Gobert,.470,.420,+7,32%,32%,50.0%,-3%
1718,UTA,16,Neto-Burks-Hood-Sefolosha-Udoh,.540,.440,-6,31%,37%,50.0%,+13%
1718,UTA,17,Mitchell-Hood-Sefolosha-Ingles-Favors,.420,.430,+11,33%,43%,44.5%,-5%
1718,UTA,18,Neto-Burks-O'Neale-Johnson-Favors,.400,.490,-1,25%,39%,42.0%,0%
1718,UTA,19,Rubio-Burks-Hood-Sefolosha-Udoh,.420,.350,+9,29%,33%,48.5%,+19%
1718,UTA,20,Mitchell-Hood-Ingles-Jerebko-Favors,.560,.650,-1,33%,38%,40.0%,-18%
