Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1112,DAL,1,West-Kidd-Marion-Nowitzki-Haywood,.448,.447,-11,30%,24%,51.5%,-1%
1112,DAL,2,Kidd-Carter-Marion-Nowitzki-Haywood,.466,.441,0,28%,25%,53.5%,+6%
1112,DAL,3,Kidd-Terry-Marion-Nowitzki-Haywood,.492,.453,+8,26%,27%,49.0%,+2%
1112,DAL,4,West-Carter-Marion-Nowitzki-Haywood,.502,.402,+6,28%,27%,51.5%,+6%
1112,DAL,5,Kidd-Carter-Marion-Nowitzki-Mahinmi,.444,.406,-30,26%,28%,48.5%,-7%
1112,DAL,6,Beaubois-Terry-Odom-Nowitzki-Wright,.527,.475,+22,24%,35%,48.5%,-2%
1112,DAL,7,Kidd-Terry-Marion-Nowitzki-Mahinmi,.366,.364,+10,24%,22%,57.5%,-2%
1112,DAL,8,Terry-Carter-Odom-Nowitzki-Mahinmi,.482,.486,+4,27%,23%,53.5%,+3%
1112,DAL,9,Beaubois-Terry-Carter-Nowitzki-Wright,.517,.464,+5,28%,36%,44.0%,-1%
1112,DAL,10,Beaubois-Terry-Odom-Nowitzki-Mahinmi,.461,.500,-13,25%,27%,46.0%,+6%
1112,DAL,11,Kidd-Terry-Marion-Odom-Mahinmi,.321,.451,-2,29%,26%,50.0%,-3%
1112,DAL,12,Kidd-Terry-Carter-Nowitzki-Mahinmi,.456,.470,-1,14%,20%,46.5%,+5%
1112,DAL,13,West-Terry-Carter-Nowitzki-Mahinmi,.403,.453,+1,27%,20%,55.5%,-3%
1112,DAL,14,Beaubois-Terry-Carter-Nowitzki-Mahinmi,.506,.400,+9,19%,25%,49.5%,+2%
1112,DAL,15,West-Kidd-Marion-Odom-Haywood,.482,.354,-15,41%,28%,52.5%,-1%
1112,DAL,16,West-Terry-Marion-Nowitzki-Haywood,.457,.479,-4,26%,32%,58.0%,-10%
1112,DAL,17,Beaubois-Terry-Marion-Nowitzki-Wright,.471,.375,+7,34%,28%,45.0%,+1%
1112,DAL,18,West-Terry-Marion-Nowitzki-Wright,.397,.472,+18,24%,35%,52.5%,-7%
1112,DAL,19,Beaubois-Carter-Marion-Nowitzki-Haywood,.465,.507,-13,25%,29%,48.0%,-2%
1112,DAL,20,Kidd-Terry-Carter-Odom-Mahinmi,.474,.426,+28,30%,23%,49.5%,+6%
