Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1617,LAL,1,Russell-Young-Deng-Randle-Mozgov,.460,.460,-24,23%,23%,50.5%,+2%
1617,LAL,2,Clarkson-Williams-Ingram-NanceJr-Black,.470,.420,+7,26%,26%,52.0%,-1%
1617,LAL,3,Russell-Young-Ingram-Randle-Black,.440,.510,-24,25%,29%,53.0%,-6%
1617,LAL,4,Russell-Clarkson-Ingram-NanceJr-Randle,.430,.570,-22,31%,36%,50.0%,-2%
1617,LAL,5,Russell-Clarkson-Ingram-Randle-Zubac,.500,.550,-2,26%,29%,43.0%,+2%
1617,LAL,6,Russell-Clarkson-Young-Ingram-Randle,.440,.550,+4,23%,24%,47.5%,+7%
1617,LAL,7,Clarkson-Williams-Ingram-Deng-NanceJr,.560,.470,+13,31%,33%,50.0%,-1%
1617,LAL,8,Russell-Young-Ingram-Randle-Mozgov,.440,.570,+3,18%,22%,48.5%,-2%
1617,LAL,9,Clarkson-Williams-Deng-NanceJr-Zubac,.410,.550,+7,35%,28%,47.5%,-3%
1617,LAL,10,Calderon-Young-Deng-Randle-Mozgov,.440,.510,-6,14%,22%,52.0%,-15%
1617,LAL,11,Clarkson-Williams-Ingram-Robinson-Black,.470,.480,-4,33%,18%,58.0%,-3%
1617,LAL,12,Clarkson-Williams-Ingram-NanceJr-Zubac,.370,.470,+11,31%,27%,44.0%,-2%
1617,LAL,13,Clarkson-Williams-Ingram-Deng-Robinson,.460,.480,+11,31%,26%,51.5%,-4%
1617,LAL,14,Clarkson-Williams-Ingram-NanceJr-Randle,.510,.430,0,25%,36%,51.0%,-10%
1617,LAL,15,Clarkson-Williams-Ingram-Deng-Black,.410,.420,+13,19%,28%,45.5%,+2%
1617,LAL,16,Clarkson-Williams-Ingram-NanceJr-Robinson,.410,.460,+12,34%,32%,52.0%,+6%
1617,LAL,17,Russell-Young-Deng-Black-Mozgov,.490,.360,-9,21%,26%,51.5%,-6%
1617,LAL,18,Clarkson-Williams-Ingram-Randle-Black,.450,.510,-5,37%,30%,63.5%,+1%
1617,LAL,19,Russell-Young-Ingram-Deng-Mozgov,.470,.440,-10,25%,25%,48.0%,+6%
1617,LAL,20,Young-Ingram-Deng-Randle-Mozgov,.350,.460,-4,15%,16%,47.5%,-8%
