Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0708,MIL,1,Williams-Redd-Mason-Yi-Bogut,.519,.516,+3,41%,38%,102%,-5%
0708,MIL,2,Williams-Redd-Mason-Villanueva-Bogut,.502,.521,+12,46%,33%,106%,-2%
0708,MIL,3,Williams-Redd-Simmons-Yi-Bogut,.529,.571,+10,42%,33%,109%,0%
0708,MIL,4,Williams-Ivey-Simmons-Yi-Bogut,.450,.489,-22,36%,38%,96%,+3%
0708,MIL,5,Williams-Bell-Redd-Yi-Bogut,.478,.563,-8,33%,42%,104%,+1%
0708,MIL,6,Sessions-Redd-Mason-Villanueva-Bogut,.471,.580,-1,44%,35%,99%,-7%
0708,MIL,7,Ivey-Redd-Mason-Villanueva-Bogut,.575,.559,+6,45%,42%,95%,+2%
0708,MIL,8,Williams-Ivey-Bell-Villanueva-Bogut,.491,.530,0,42%,44%,85%,-1%
0708,MIL,9,Williams-Ivey-Redd-Yi-Bogut,.489,.576,-10,49%,36%,94%,-5%
0708,MIL,10,Williams-Redd-Simmons-Villanueva-Bogut,.537,.602,0,40%,44%,110%,-5%
0708,MIL,11,Williams-Bell-Redd-Villanueva-Bogut,.516,.535,+4,29%,39%,99%,-3%
0708,MIL,12,Ivey-Bell-Redd-Villanueva-Bogut,.474,.538,-2,42%,51%,75%,-2%
0708,MIL,13,Bell-Redd-Simmons-Yi-Bogut,.446,.586,+8,37%,37%,113%,+1%
0708,MIL,14,Williams-Redd-Mason-Villanueva-Ruffin,.449,.546,-8,33%,44%,102%,+3%
0708,MIL,15,Williams-Bell-Simmons-Villanueva-Bogut,.449,.486,-13,37%,36%,99%,0%
0708,MIL,16,Williams-Bell-Simmons-Yi-Bogut,.450,.555,-21,28%,36%,107%,-8%
0708,MIL,17,Ivey-Bell-Simmons-Villanueva-Gadzuric,.481,.552,-5,33%,37%,116%,+1%
0708,MIL,18,Bell-Redd-Mason-Villanueva-Bogut,.471,.514,+3,44%,45%,98%,+8%
0708,MIL,19,Williams-Redd-Mason-Villanueva-Gadzuric,.424,.508,-4,39%,36%,116%,+5%
0708,MIL,20,Bell-Redd-Simmons-Villanueva-Bogut,.608,.472,-8,48%,36%,115%,-5%
