Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
2122,NYK,1,Burks-Fournier-Barrett-Randle-Robinson,.450,.490,+29,30%,34%,55.0%,-3%
2122,NYK,2,Walker-Fournier-Barrett-Randle-Robinson,.430,.470,+13,29%,30%,50.5%,-3%
2122,NYK,3,Quickley-Rose-Burks-Toppin-Gibson,.450,.350,0,35%,30%,53.0%,0%
2122,NYK,4,Walker-Fournier-Barrett-Randle-Noel,.480,.460,+14,26%,35%,45.0%,+1%
2122,NYK,5,Walker-Grimes-Fournier-Randle-Robinson,.490,.450,+10,21%,32%,53.0%,-1%
2122,NYK,6,Walker-Fournier-Barrett-Randle-Gibson,.470,.490,-18,24%,33%,45.0%,0%
2122,NYK,7,Burks-Fournier-Barrett-Toppin-Sims,.470,.520,+17,34%,40%,48.0%,-1%
2122,NYK,8,Burks-Fournier-Barrett-Randle-Gibson,.510,.480,+9,26%,35%,49.5%,+3%
2122,NYK,9,Burks-Fournier-Barrett-Randle-Noel,.420,.480,+4,36%,32%,44.0%,-2%
2122,NYK,10,Quickley-Grimes-Burks-Toppin-Gibson,.460,.420,0,28%,25%,54.0%,0%
2122,NYK,11,Burks-Fournier-Barrett-Randle-Sims,.380,.440,0,33%,40%,56.5%,+3%
2122,NYK,12,Burks-Fournier-Barrett-Toppin-Robinson,.430,.460,+12,44%,33%,56.5%,-2%
2122,NYK,13,Quickley-Rose-Burks-Toppin-Robinson,.550,.430,+8,37%,27%,53.0%,+5%
2122,NYK,14,Quickley-Burks-Barrett-Randle-Robinson,.420,.450,0,35%,38%,53.5%,+1%
2122,NYK,15,Quickley-Burks-Fournier-Randle-Robinson,.440,.390,+5,24%,21%,51.5%,+3%
2122,NYK,16,Quickley-Burks-Fournier-Toppin-Sims,.590,.410,-4,24%,30%,50.5%,+12%
2122,NYK,17,Rose-Fournier-Barrett-Randle-Robinson,.400,.420,-2,31%,38%,49.0%,-7%
2122,NYK,18,Quickley-Rose-Burks-Toppin-Noel,.550,.440,+9,33%,30%,44.5%,-1%
2122,NYK,19,Quickley-Fournier-Barrett-Randle-Robinson,.520,.460,-3,38%,24%,51.5%,-3%
2122,NYK,20,Quickley-Burks-Barrett-Toppin-Robinson,.560,.330,-2,33%,33%,44.0%,+9%
