Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1011,LAL,1,Fisher-Bryant-Artest-Odom-Gasol,.482,.441,+164,33%,29%,52.0%,+3%
1011,LAL,2,Fisher-Bryant-Artest-Gasol-Bynum,.481,.446,+89,31%,30%,52.0%,-1%
1011,LAL,3,Blake-Brown-Barnes-Odom-Gasol,.438,.398,+25,33%,25%,49.0%,+1%
1011,LAL,4,Blake-Brown-Barnes-Odom-Bynum,.427,.386,-14,32%,24%,50.0%,-4%
1011,LAL,5,Fisher-Bryant-Artest-Odom-Bynum,.476,.433,+39,26%,28%,56.0%,+1%
1011,LAL,6,Blake-Brown-Walton-Odom-Gasol,.457,.414,0,29%,33%,48.0%,+3%
1011,LAL,7,Blake-Brown-Bryant-Odom-Gasol,.476,.422,+7,23%,30%,47.5%,+11%
1011,LAL,8,Blake-Brown-Walton-Odom-Bynum,.484,.404,+13,28%,29%,47.5%,0%
1011,LAL,9,Fisher-Bryant-Barnes-Odom-Gasol,.449,.507,-5,32%,30%,47.0%,-3%
1011,LAL,10,Blake-Bryant-Barnes-Odom-Gasol,.496,.428,+11,22%,31%,50.0%,-6%
1011,LAL,11,Blake-Bryant-Artest-Odom-Gasol,.545,.521,+11,30%,31%,48.0%,-5%
1011,LAL,12,Blake-Brown-Barnes-Artest-Gasol,.374,.443,-17,27%,30%,45.5%,+3%
1011,LAL,13,Blake-Brown-Bryant-Odom-Bynum,.420,.465,+1,28%,27%,48.0%,+2%
1011,LAL,14,Blake-Brown-Artest-Odom-Gasol,.433,.434,+9,33%,23%,50.0%,+7%
1011,LAL,15,Blake-Brown-Artest-Odom-Bynum,.348,.389,+9,35%,26%,51.0%,-4%
1011,LAL,16,Blake-Brown-Barnes-Odom-Caracter,.525,.414,-7,31%,33%,44.0%,-2%
1011,LAL,17,Fisher-Brown-Bryant-Odom-Gasol,.400,.419,0,22%,35%,48.5%,0%
1011,LAL,18,Blake-Brown-Barnes-Walton-Gasol,.534,.333,-3,28%,28%,47.5%,+6%
1011,LAL,19,Blake-Brown-Barnes-Walton-Bynum,.449,.304,+6,47%,30%,49.0%,+2%
1011,LAL,20,Blake-Brown-Bryant-Barnes-Gasol,.537,.350,-11,24%,43%,57.5%,-2%
