Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1819,PHI,1,Simmons-Redick-Butler-Chandler-Embiid,.500,.450,+70,37%,33%,53.0%,-5%
1819,PHI,2,Simmons-Redick-Butler-Harris-Embiid,.520,.440,+65,34%,37%,53.0%,0%
1819,PHI,3,Simmons-Redick-Covington-Saric-Embiid,.420,.400,+18,40%,35%,52.0%,-5%
1819,PHI,4,McConnell-Shamet-Simmons-Butler-Muscala,.490,.500,+18,35%,37%,56.0%,+3%
1819,PHI,5,Simmons-Redick-Butler-Harris-Bolden,.450,.430,-1,37%,48%,54.0%,-1%
1819,PHI,6,Shamet-Simmons-Butler-Chandler-Muscala,.470,.400,-7,35%,31%,53.0%,-2%
1819,PHI,7,McConnell-Butler-Harris-Scott-Marjanovic,.430,.430,+11,32%,26%,58.0%,-2%
1819,PHI,8,Fultz-Simmons-Covington-Saric-Embiid,.480,.410,+3,46%,29%,49.5%,+2%
1819,PHI,9,McConnell-Redick-Korkmaz-Muscala-Embiid,.470,.450,+11,33%,28%,54.5%,+10%
1819,PHI,10,Simmons-Redick-Butler-Muscala-Embiid,.560,.420,+1,30%,31%,54.0%,-6%
1819,PHI,11,Shamet-Simmons-Butler-Muscala-Embiid,.410,.440,+13,33%,41%,43.0%,-3%
1819,PHI,12,Simmons-Redick-Butler-Harris-Johnson,.510,.480,+9,37%,38%,52.5%,-6%
1819,PHI,13,Shamet-Simmons-Butler-Chandler-Embiid,.430,.620,+10,38%,31%,45.0%,0%
1819,PHI,14,Simmons-Redick-Butler-Harris-Marjanovic,.400,.480,+15,44%,35%,53.5%,-7%
1819,PHI,15,Simmons-Redick-Harris-Scott-Embiid,.440,.440,+11,23%,33%,45.0%,-3%
1819,PHI,16,Simmons-Redick-Butler-Harris-Scott,.390,.390,+1,25%,34%,49.0%,-10%
1819,PHI,17,Simmons-Redick-Korkmaz-Chandler-Embiid,.620,.450,+3,40%,39%,55.5%,+3%
1819,PHI,18,McConnell-Shamet-Simmons-Redick-Embiid,.490,.400,+8,37%,34%,48.0%,-10%
1819,PHI,19,McConnell-Shamet-Simmons-Butler-Bolden,.540,.430,-9,38%,48%,56.5%,+1%
1819,PHI,20,Simmons-Redick-EnnisIII-Scott-Embiid,.460,.450,0,27%,37%,53.0%,-2%
