Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1920,CLE,1,Garland-Sexton-Osman-Love-Thompson,.470,.520,+63,34%,38%,52.0%,-4%
1920,CLE,2,Garland-Sexton-Osman-NanceJr.-Thompson,.400,.420,+6,36%,33%,50.5%,-6%
1920,CLE,3,Garland-Sexton-Osman-NanceJr.-Love,.520,.560,-34,25%,40%,49.0%,-1%
1920,CLE,4,Sexton-Dellavedova-Osman-Love-Thompson,.510,.420,+6,40%,36%,57.0%,-11%
1920,CLE,5,Garland-PorterJr.-Clarkson-NanceJr.-Henson,.470,.460,-12,25%,37%,51.5%,-6%
1920,CLE,6,Garland-Sexton-Osman-Love-Drummond,.450,.550,+12,38%,33%,47.5%,-14%
1920,CLE,7,Dellavedova-PorterJr.-Clarkson-NanceJr.-Love,.380,.430,-3,32%,38%,38.0%,+6%
1920,CLE,8,Dellavedova-PorterJr.-Clarkson-NanceJr.-Thompson,.400,.410,+9,29%,28%,58.5%,-7%
1920,CLE,9,Dellavedova-PorterJr.-Clarkson-McKinnie-NanceJr.,.440,.530,+5,35%,23%,56.5%,+6%
1920,CLE,10,Dellavedova-PorterJr.-Clarkson-NanceJr.-Henson,.490,.590,+2,35%,35%,45.0%,+9%
1920,CLE,11,Sexton-Dellavedova-Osman-NanceJr.-Love,.530,.550,-8,32%,24%,55.0%,+4%
1920,CLE,12,Sexton-Exum-Osman-Love-Thompson,.350,.630,+4,33%,46%,58.5%,-5%
1920,CLE,13,Garland-Sexton-PorterJr.-Love-Thompson,.340,.500,-7,29%,36%,51.0%,-8%
1920,CLE,14,Sexton-Clarkson-Osman-Love-Thompson,.540,.390,+9,37%,33%,52.0%,+4%
1920,CLE,15,Sexton-PorterJr.-Osman-Love-Thompson,.530,.550,-6,39%,45%,56.0%,-8%
1920,CLE,16,Sexton-Clarkson-Osman-NanceJr.-Thompson,.400,.560,+8,30%,42%,62.5%,0%
1920,CLE,17,Garland-Sexton-PorterJr.-NanceJr.-Love,.410,.500,-14,32%,37%,42.0%,-3%
1920,CLE,18,Garland-Sexton-PorterJr.-Osman-Thompson,.370,.500,-4,45%,38%,45.5%,-15%
1920,CLE,19,Garland-Exum-PorterJr.-NanceJr.-Henson,.440,.380,+7,48%,38%,54.0%,-4%
1920,CLE,20,Garland-Exum-McKinnie-NanceJr.-Henson,.420,.390,-4,40%,35%,59.5%,-2%
