Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1718,BOS,1,Irving-Brown-Tatum-Horford-Baynes,.510,.430,-8,34%,30%,50.0%,+1%
1718,BOS,2,Irving-Smart-Brown-Tatum-Horford,.490,.430,+6,32%,35%,43.0%,0%
1718,BOS,3,Irving-Brown-Tatum-Morris-Horford,.460,.480,+7,38%,36%,46.5%,-5%
1718,BOS,4,Rozier-Brown-Tatum-Horford-Baynes,.470,.410,-10,39%,31%,47.0%,+4%
1718,BOS,5,Irving-Smart-Brown-Morris-Horford,.470,.380,-6,26%,36%,52.5%,+4%
1718,BOS,6,Irving-Smart-Tatum-Horford-Baynes,.430,.430,-21,28%,35%,48.5%,-1%
1718,BOS,7,Rozier-Tatum-Morris-Horford-Baynes,.420,.350,-2,30%,45%,51.0%,-4%
1718,BOS,8,Irving-Smart-Brown-Horford-Baynes,.480,.370,-4,39%,40%,55.0%,+2%
1718,BOS,9,Irving-Brown-Tatum-Theis-Horford,.420,.410,-3,38%,41%,46.0%,-1%
1718,BOS,10,Rozier-Irving-Brown-Tatum-Horford,.450,.350,-4,39%,37%,37.0%,-2%
1718,BOS,11,Smart-Brown-Tatum-Horford-Baynes,.510,.420,-6,32%,26%,57.5%,-1%
1718,BOS,12,Rozier-Smart-Ojeleye-Morris-Theis,.460,.480,+1,28%,42%,48.5%,+6%
1718,BOS,13,Irving-Smart-Brown-Ojeleye-Horford,.520,.430,-10,38%,30%,54.0%,+3%
1718,BOS,14,Rozier-Irving-Smart-Tatum-Horford,.500,.340,-11,35%,31%,43.5%,+2%
1718,BOS,15,Rozier-Smart-Tatum-Morris-Theis,.350,.520,-7,28%,22%,51.0%,-6%
1718,BOS,16,Irving-Brown-Tatum-Morris-Baynes,.440,.410,-9,24%,27%,54.5%,+1%
1718,BOS,17,Larkin-Nader-Tatum-Ojeleye-Monroe,.410,.450,+1,50%,41%,57.5%,-4%
1718,BOS,18,Rozier-Smart-Brown-Morris-Horford,.520,.420,+8,34%,44%,48.5%,-1%
1718,BOS,19,Irving-Smart-Brown-Ojeleye-Baynes,.530,.450,-13,42%,34%,48.5%,+2%
1718,BOS,20,Rozier-Smart-Tatum-Ojeleye-Theis,.430,.420,0,21%,31%,44.0%,-1%
