Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1819,BKN,1,Russell-Harris-LeVert-Dudley-Allen,.480,.460,-15,38%,41%,47.0%,-1%
1819,BKN,2,Russell-Harris-Graham-Kurucs-Allen,.480,.500,-6,39%,36%,49.5%,-4%
1819,BKN,3,Russell-Harris-Hollis-Jefferson-Kurucs-Allen,.500,.520,+10,49%,38%,53.5%,-2%
1819,BKN,4,Russell-Harris-Crabbe-Hollis-Jefferson-Allen,.460,.470,+6,30%,40%,51.0%,-1%
1819,BKN,5,Russell-Harris-Graham-LeVert-Allen,.450,.490,-6,31%,31%,42.0%,+3%
1819,BKN,6,Russell-Harris-Carroll-Kurucs-Allen,.490,.460,+1,39%,43%,51.0%,-11%
1819,BKN,7,Russell-Dinwiddie-Dudley-Carroll-Davis,.440,.450,+1,27%,36%,50.0%,+2%
1819,BKN,8,Russell-Harris-Crabbe-Kurucs-Allen,.460,.430,-17,27%,34%,40.0%,-1%
1819,BKN,9,Russell-Dinwiddie-Harris-Carroll-Allen,.460,.370,+12,38%,35%,56.0%,-3%
1819,BKN,10,Russell-Dinwiddie-Harris-Kurucs-Allen,.380,.470,0,41%,32%,46.5%,-8%
1819,BKN,11,Russell-Dinwiddie-Crabbe-Hollis-Jefferson-Allen,.470,.470,0,31%,34%,44.5%,-1%
1819,BKN,12,Russell-Harris-Crabbe-Dudley-Allen,.450,.390,+8,24%,32%,49.5%,-4%
1819,BKN,13,Napier-Russell-Dudley-Carroll-Davis,.400,.390,+2,36%,33%,58.5%,-5%
1819,BKN,14,Russell-Dudley-Carroll-Kurucs-Davis,.440,.380,+7,25%,35%,53.0%,+1%
1819,BKN,15,Napier-Russell-Hollis-Jefferson-Carroll-Davis,.510,.390,+29,44%,29%,57.0%,-3%
1819,BKN,16,Napier-Dinwiddie-Harris-Crabbe-Davis,.510,.510,-8,40%,35%,56.0%,-4%
1819,BKN,17,Russell-Harris-Dudley-Kurucs-Allen,.510,.460,-8,47%,38%,47.5%,+1%
1819,BKN,18,Dinwiddie-Harris-Hollis-Jefferson-Kurucs-Allen,.500,.470,+16,50%,44%,51.5%,-13%
1819,BKN,19,Napier-Dinwiddie-Crabbe-Hollis-Jefferson-Davis,.360,.400,-2,38%,32%,48.0%,+1%
1819,BKN,20,Dinwiddie-LeVert-Dudley-Carroll-Davis,.340,.530,+1,36%,35%,56.0%,-1%
