Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1516,DAL,1,Williams-Matthews-Parsons-Nowitzki-Pachulia,.430,.440,+14,16%,24%,48.5%,-1%
1516,DAL,2,Williams-Felton-Matthews-Nowitzki-Pachulia,.470,.440,+23,17%,22%,48.0%,+4%
1516,DAL,3,Williams-Felton-Matthews-Parsons-Pachulia,.460,.460,+13,22%,29%,48.0%,0%
1516,DAL,4,Barea-Matthews-Parsons-Nowitzki-Pachulia,.480,.500,+4,20%,20%,48.5%,+7%
1516,DAL,5,Williams-Felton-Matthews-Parsons-Nowitzki,.580,.470,+8,26%,18%,42.5%,+4%
1516,DAL,6,Williams-Felton-Matthews-Powell-Pachulia,.390,.460,-4,17%,27%,53.0%,-4%
1516,DAL,7,Barea-Felton-Harris-Nowitzki-Lee,.490,.500,-2,20%,21%,47.5%,-4%
1516,DAL,8,Williams-Felton-Matthews-Parsons-Lee,.500,.430,-19,25%,30%,52.5%,-3%
1516,DAL,9,Barea-Williams-Matthews-Nowitzki-Pachulia,.470,.450,+2,17%,21%,54.5%,+2%
1516,DAL,10,Williams-Felton-Matthews-Villanueva-Pachulia,.380,.500,+2,15%,38%,43.0%,-4%
1516,DAL,11,Barea-Felton-Matthews-Nowitzki-Powell,.440,.400,+13,21%,24%,56.5%,+3%
1516,DAL,12,Barea-Williams-Matthews-Parsons-Pachulia,.510,.460,+3,18%,22%,57.5%,+10%
1516,DAL,13,Williams-Felton-Matthews-Parsons-Mejri,.440,.540,-6,24%,16%,48.0%,+10%
1516,DAL,14,Barea-Harris-Anderson-Nowitzki-Lee,.470,.470,+7,20%,15%,54.0%,-6%
1516,DAL,15,Barea-Felton-Matthews-Nowitzki-Pachulia,.530,.570,+6,14%,18%,47.0%,-2%
1516,DAL,16,Williams-Harris-Matthews-Parsons-Pachulia,.490,.340,+4,26%,18%,45.5%,+2%
1516,DAL,17,Barea-Harris-Matthews-Nowitzki-Powell,.570,.410,+5,18%,23%,45.5%,+1%
1516,DAL,18,Williams-Felton-Parsons-Nowitzki-Pachulia,.400,.530,-3,9%,32%,44.5%,-4%
1516,DAL,19,Barea-Matthews-Anderson-Nowitzki-Pachulia,.400,.480,-1,5%,25%,47.0%,+3%
1516,DAL,20,Barea-Felton-Parsons-Nowitzki-McGee,.530,.410,0,27%,27%,45.5%,-6%
