Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0809,PHI,1,Miller-Green-Iguodala-Young-Dalembert,.526,.514,+58,41%,36%,50.5%,+3%
0809,PHI,2,Miller-Iguodala-Young-Brand-Dalembert,.472,.467,+51,40%,34%,55%,+1%
0809,PHI,3,Williams-Ivey-Iguodala-Evans-Speights,.502,.518,+7,39%,41%,45%,+1%
0809,PHI,4,Miller-Green-Iguodala-Evans-Dalembert,.504,.487,+19,43%,35%,57%,-2%
0809,PHI,5,Miller-Williams-Iguodala-Young-Dalembert,.459,.588,+10,34%,37%,59%,-2%
0809,PHI,6,Miller-Green-Iguodala-Young-Ratliff,.473,.455,+31,44%,36%,48.5%,+8%
0809,PHI,7,Miller-Green-Iguodala-Brand-Dalembert,.468,.506,+10,46%,36%,54%,-6%
0809,PHI,8,Miller-Williams-Iguodala-Young-Ratliff,.547,.417,+43,54%,24%,49.5%,+5%
0809,PHI,9,Miller-Williams-Iguodala-Evans-Speights,.526,.496,-2,48%,37%,43%,-3%
0809,PHI,10,Williams-Ivey-Young-Evans-Speights,.457,.598,+6,44%,36%,56%,+8%
0809,PHI,11,Miller-Williams-Iguodala-Young-Evans,.510,.495,+20,48%,45%,52.5%,+2%
0809,PHI,12,Miller-Williams-Iguodala-Speights-Ratliff,.506,.454,-1,43%,28%,44%,-1%
0809,PHI,13,Miller-Williams-Iguodala-Speights-Dalembert,.529,.505,-5,43%,37%,55.5%,+2%
0809,PHI,14,Miller-Williams-Iguodala-Young-Speights,.422,.489,+3,41%,33%,45.5%,+1%
0809,PHI,15,Miller-Green-Iguodala-Young-Brand,.427,.446,-11,33%,43%,45.5%,+1%
0809,PHI,16,Miller-Williams-Iguodala-Young-Brand,.424,.417,-3,45%,29%,50%,+1%
0809,PHI,17,Williams-Ivey-Iguodala-Speights-Ratliff,.440,.577,-2,45%,40%,44%,+5%
0809,PHI,18,Williams-Green-Young-Evans-Speights,.403,.506,+4,40%,41%,48.5%,-3%
0809,PHI,19,Miller-Williams-Young-Evans-Speights,.486,.548,+7,51%,37%,59%,-3%
0809,PHI,20,Miller-Ivey-Iguodala-Young-Dalembert,.511,.524,+26,35%,33%,59%,+2%
