Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1314,LAL,1,Marshall-Meeks-Johnson-Kelly-Gasol,.448,.475,+6,29%,33%,44.0%,+3%
1314,LAL,2,Blake-Meeks-Johnson-Hill-Gasol,.469,.462,-22,32%,39%,45.5%,-6%
1314,LAL,3,Marshall-Bazemore-Meeks-Johnson-Gasol,.489,.486,+9,35%,36%,41.5%,-2%
1314,LAL,4,Marshall-Meeks-Young-Kelly-Gasol,.555,.477,+17,33%,27%,44.0%,-4%
1314,LAL,5,Marshall-Meeks-Johnson-Hill-Gasol,.381,.476,+1,34%,40%,49.0%,-2%
1314,LAL,6,Marshall-Meeks-Johnson-Kelly-Hill,.457,.500,-9,35%,40%,45.5%,+3%
1314,LAL,7,Blake-Marshall-Johnson-Williams-Kaman,.471,.442,+1,29%,27%,50.5%,+3%
1314,LAL,8,Marshall-Meeks-Johnson-Gasol-Sacre,.462,.590,-7,23%,35%,44.5%,-10%
1314,LAL,9,Meeks-Johnson-Bryant-Hill-Gasol,.430,.520,+3,37%,33%,48.5%,-13%
1314,LAL,10,Farmar-Meeks-Henry-Johnson-Hill,.489,.469,-5,43%,35%,58.5%,-5%
1314,LAL,11,Nash-Blake-Young-Gasol-Kaman,.407,.429,+1,20%,33%,55.0%,-8%
1314,LAL,12,Blake-Meeks-Young-Williams-Gasol,.458,.582,+3,31%,44%,45.0%,+2%
1314,LAL,13,Blake-Meeks-Young-Gasol-Kaman,.457,.507,-12,30%,36%,44.5%,-4%
1314,LAL,14,Marshall-Meeks-Young-Gasol-Sacre,.530,.469,+4,33%,28%,46.5%,-5%
1314,LAL,15,Meeks-Henry-Young-Williams-Sacre,.424,.416,+14,32%,38%,42.0%,+1%
1314,LAL,16,Farmar-Henry-Young-Williams-Hill,.438,.429,-7,30%,40%,42.5%,+12%
1314,LAL,17,Meeks-Young-Harris-Hill-Sacre,.424,.477,-17,17%,40%,37.0%,+3%
1314,LAL,18,Blake-Meeks-Johnson-Williams-Gasol,.359,.537,-7,23%,56%,44.5%,+3%
1314,LAL,19,Farmar-Bazemore-Meeks-Johnson-Gasol,.477,.534,-6,29%,40%,43.0%,+10%
1314,LAL,20,Henry-Young-Johnson-Williams-Sacre,.315,.473,+9,28%,33%,37.5%,+15%
