Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1314,MIL,1,Knight-Wolters-Middleton-Ilyasova-Pachulia,.447,.484,+9,36%,34%,52.5%,+2%
1314,MIL,2,Knight-Sessions-Adrien-Middleton-Pachulia,.435,.493,+14,38%,33%,51.0%,-3%
1314,MIL,3,Knight-Mayo-Middleton-Henson-Udoh,.450,.480,-24,35%,33%,44.0%,-6%
1314,MIL,4,Ridnour-Knight-Antetokounmpo-Ilyasova-Sanders,.459,.409,-24,34%,33%,49.5%,0%
1314,MIL,5,Sessions-Mayo-Antetokounmpo-Adrien-Henson,.452,.422,-11,42%,40%,53.5%,-5%
1314,MIL,6,Knight-Wolters-Middleton-Henson-Pachulia,.545,.497,-7,46%,44%,54.0%,-8%
1314,MIL,7,Knight-Mayo-Middleton-Ilyasova-Henson,.470,.473,-32,36%,38%,46.0%,0%
1314,MIL,8,Knight-Antetokounmpo-Middleton-Ilyasova-Henson,.422,.513,+3,34%,28%,53.0%,-3%
1314,MIL,9,Knight-Antetokounmpo-Middleton-Ilyasova-Sanders,.315,.500,+7,35%,29%,50.0%,+4%
1314,MIL,10,Knight-Mayo-Middleton-Ilyasova-Pachulia,.437,.527,-13,24%,37%,58.5%,-7%
1314,MIL,11,Knight-Sessions-Adrien-Middleton-Henson,.462,.542,-11,43%,28%,56.0%,-3%
1314,MIL,12,Knight-Wolters-Middleton-Ilyasova-Sanders,.359,.412,-12,27%,28%,58.5%,-8%
1314,MIL,13,Knight-Sessions-Antetokounmpo-Adrien-Pachulia,.590,.365,-14,58%,39%,61.0%,-4%
1314,MIL,14,Wolters-Mayo-Butler-Henson-Pachulia,.415,.529,-5,37%,27%,54.0%,-12%
1314,MIL,15,Ridnour-Mayo-Butler-Ilyasova-Pachulia,.446,.580,-1,16%,35%,41.0%,+9%
1314,MIL,16,Sessions-Wolters-Antetokounmpo-Adrien-Henson,.492,.523,+11,52%,26%,59.0%,-6%
1314,MIL,17,Knight-Sessions-Antetokounmpo-Adrien-Henson,.484,.534,-5,47%,38%,52.0%,+6%
1314,MIL,18,Knight-Sessions-Middleton-Ilyasova-Pachulia,.424,.571,+3,50%,29%,57.5%,+4%
1314,MIL,19,Knight-Antetokounmpo-Adrien-Middleton-Henson,.463,.393,+2,35%,30%,49.5%,-5%
1314,MIL,20,Sessions-Antetokounmpo-Adrien-Middleton-Pachulia,.458,.638,+6,40%,19%,58.5%,-11%
