Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1314,UTA,1,Burke-Hayward-Jefferson-Williams-Favors,.461,.463,-33,26%,34%,47.5%,-1%
1314,UTA,2,Burke-Hayward-Jefferson-Favors-Kanter,.453,.516,-12,31%,33%,50.0%,-4%
1314,UTA,3,Burke-Burks-Hayward-Williams-Favors,.467,.433,-10,32%,27%,50.5%,-2%
1314,UTA,4,Burke-Hayward-Jefferson-Williams-Kanter,.424,.510,-12,28%,34%,48.0%,+1%
1314,UTA,5,Garrett-Burks-Hayward-Evans-Kanter,.489,.464,-1,34%,33%,53.5%,+2%
1314,UTA,6,Burke-Burks-Hayward-Favors-Kanter,.467,.474,-4,37%,39%,52.0%,-5%
1314,UTA,7,Burke-Burks-Hayward-Evans-Kanter,.453,.503,-25,36%,32%,51.0%,-1%
1314,UTA,8,Burke-Burks-Jefferson-Williams-Favors,.463,.471,-17,29%,34%,43.5%,0%
1314,UTA,9,Lucas-Hayward-Jefferson-Favors-Kanter,.431,.468,-18,32%,35%,52.0%,-9%
1314,UTA,10,Garrett-Burks-Rush-Evans-Kanter,.430,.447,-8,38%,34%,48.0%,+1%
1314,UTA,11,Garrett-Burks-Jefferson-Evans-Kanter,.362,.443,+10,38%,26%,46.5%,-1%
1314,UTA,12,Burke-Burks-Hayward-Evans-Favors,.486,.457,-14,24%,29%,56.5%,-8%
1314,UTA,13,Burke-Burks-Jefferson-Evans-Kanter,.495,.500,+21,32%,29%,50.0%,+3%
1314,UTA,14,Tinsley-Hayward-Jefferson-Favors-Kanter,.417,.541,-2,31%,41%,48.5%,-5%
1314,UTA,15,Burke-Burks-Hayward-Williams-Kanter,.473,.598,-15,37%,32%,50.0%,-2%
1314,UTA,16,Burks-Hayward-Jefferson-Favors-Kanter,.376,.447,-7,31%,37%,51.0%,-1%
1314,UTA,17,Garrett-Hayward-Jefferson-Williams-Favors,.518,.426,+9,39%,31%,52.5%,-1%
1314,UTA,18,Burke-Hayward-Jefferson-Evans-Kanter,.438,.494,-9,24%,26%,55.0%,-7%
1314,UTA,19,Burke-Burks-Jefferson-Favors-Kanter,.507,.515,-6,31%,21%,51.0%,-6%
1314,UTA,20,Lucas-Burks-Hayward-Evans-Kanter,.425,.475,-2,32%,44%,61.0%,-3%
