Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1516,MIL,1,Carter-Williams-Middleton-Antetokounmpo-Parker-Monroe,.490,.480,+31,41%,27%,48.5%,+2%
1516,MIL,2,Bayless-Middleton-Antetokounmpo-Parker-Monroe,.500,.490,+15,36%,34%,44.5%,+6%
1516,MIL,3,Mayo-Middleton-Antetokounmpo-Parker-Monroe,.500,.420,+8,39%,34%,50.5%,+1%
1516,MIL,4,Mayo-Middleton-Antetokounmpo-Parker-Plumlee,.490,.460,-18,35%,30%,49.5%,+2%
1516,MIL,5,Carter-Williams-Bayless-Middleton-Antetokounmpo-Monroe,.500,.440,-3,35%,30%,48.5%,+1%
1516,MIL,6,Carter-Williams-Mayo-Middleton-Parker-Monroe,.470,.470,+4,41%,29%,50.0%,+6%
1516,MIL,7,Bayless-Mayo-Middleton-Antetokounmpo-Monroe,.430,.440,-22,34%,24%,46.5%,-1%
1516,MIL,8,Bayless-Middleton-Antetokounmpo-Parker-Plumlee,.520,.430,+4,35%,31%,46.5%,+4%
1516,MIL,9,Carter-Williams-Mayo-Middleton-Antetokounmpo-Monroe,.490,.400,-6,45%,26%,44.5%,-6%
1516,MIL,10,Vaughn-Middleton-Antetokounmpo-Parker-Monroe,.560,.550,+18,51%,42%,51.0%,+5%
1516,MIL,11,Carter-Williams-Middleton-Antetokounmpo-Parker-Henson,.520,.360,+14,25%,27%,54.5%,-4%
1516,MIL,12,Ennis-Middleton-Antetokounmpo-Parker-Monroe,.470,.480,+4,34%,33%,43.0%,+6%
1516,MIL,13,Carter-Williams-Middleton-Antetokounmpo-O'Bryant-Monroe,.480,.480,+5,33%,28%,50.5%,+9%
1516,MIL,14,Carter-Williams-Mayo-Middleton-Parker-Henson,.530,.430,-1,46%,26%,46.0%,+8%
1516,MIL,15,Carter-Williams-Mayo-Middleton-Antetokounmpo-Henson,.510,.410,-2,43%,24%,52.0%,+11%
1516,MIL,16,Bayless-Vaughn-Antetokounmpo-O'Bryant-Monroe,.480,.490,0,34%,26%,53.0%,-6%
1516,MIL,17,Ennis-Vaughn-Antetokounmpo-Parker-Monroe,.570,.520,-2,39%,23%,58.0%,-1%
1516,MIL,18,Ennis-Vaughn-Copeland-Plumlee-O'Bryant,.450,.510,-3,13%,22%,44.5%,+3%
1516,MIL,19,Carter-Williams-Bayless-Middleton-Parker-Henson,.420,.460,+4,28%,33%,37.5%,-7%
1516,MIL,20,Vasquez-Bayless-Middleton-Antetokounmpo-Monroe,.310,.500,+5,27%,35%,45.0%,+8%
