Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0708,MEM,1,Conley-Miller-Gay-Warrick-Milicic,.524,.568,+31,38%,29%,101%,-5%
0708,MEM,2,Stoudamire-Miller-Gay-Milicic-Gasol,.505,.516,-26,38%,37%,95%,-7%
0708,MEM,3,Conley-Miller-Gay-Milicic-Gasol,.483,.508,-14,38%,30%,97%,-6%
0708,MEM,4,Stoudamire-Navarro-Miller-Gay-Gasol,.564,.495,-10,32%,40%,94%,-4%
0708,MEM,5,Conley-Navarro-Gay-Warrick-Milicic,.478,.582,+13,39%,39%,90%,0%
0708,MEM,6,Lowry-Navarro-Miller-Gay-Gasol,.476,.524,+12,28%,38%,92%,-5%
0708,MEM,7,Lowry-Navarro-Miller-Gay-Milicic,.522,.509,-11,34%,34%,105%,+1%
0708,MEM,8,Conley-Navarro-Miller-Gay-Milicic,.512,.558,-2,41%,38%,100%,-4%
0708,MEM,9,Stoudamire-Miller-Gay-Swift-Gasol,.599,.448,+4,40%,28%,91%,+1%
0708,MEM,10,Lowry-Miller-Gay-Milicic-Gasol,.516,.488,+17,34%,35%,86%,-6%
0708,MEM,11,Conley-Navarro-Miller-Gay-Gasol,.621,.588,+3,32%,45%,90%,+1%
0708,MEM,12,Lowry-Miller-Gay-Warrick-Milicic,.509,.546,+19,31%,37%,93%,-9%
0708,MEM,13,Lowry-Navarro-Gay-Warrick-Milicic,.387,.557,+26,32%,30%,121%,-7%
0708,MEM,14,Conley-Miller-Gay-Warrick-Collins,.473,.527,-3,34%,37%,92%,+1%
0708,MEM,15,Lowry-Navarro-Miller-Warrick-Gasol,.561,.443,+9,36%,34%,105%,+8%
0708,MEM,16,Lowry-Navarro-Miller-Gay-Warrick,.576,.636,+7,31%,36%,104%,+4%
0708,MEM,17,Conley-Navarro-Gay-Warrick-Collins,.438,.524,-9,32%,25%,104%,-7%
0708,MEM,18,Stoudamire-Navarro-Miller-Gay-Milicic,.568,.459,-14,27%,31%,96%,-7%
0708,MEM,19,Lowry-Navarro-Gay-Warrick-Collins,.370,.421,+9,35%,33%,110%,+1%
0708,MEM,20,Lowry-Crittenton-Navarro-Gay-Collins,.513,.461,-3,41%,34%,96%,+17%
