Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0809,TOR,1,Calderon-Parker-Marion-Bargnani-Bosh,.508,.551,+40,37%,44%,47%,+1%
0809,TOR,2,Calderon-Parker-Moon-Bargnani-Bosh,.532,.545,+19,24%,38%,42%,+2%
0809,TOR,3,Calderon-Kapono-Moon-Bosh-O'Neal,.477,.487,+15,26%,31%,46%,+5%
0809,TOR,4,Calderon-Parker-Moon-Bosh-O'Neal,.500,.474,+8,21%,34%,45%,+1%
0809,TOR,5,Solomon-Parker-Moon-Bargnani-Bosh,.530,.521,+9,20%,35%,50.5%,+1%
0809,TOR,6,Calderon-Parker-Bargnani-Bosh-O'Neal,.451,.522,+2,24%,36%,45%,-7%
0809,TOR,7,Calderon-Parker-Kapono-Bargnani-Bosh,.473,.516,-4,20%,35%,38.5%,-2%
0809,TOR,8,Calderon-Parker-Graham-Bargnani-Bosh,.565,.476,+16,22%,34%,47.5%,+3%
0809,TOR,9,Parker-Moon-Graham-Bargnani-Bosh,.500,.510,+9,34%,35%,60%,+7%
0809,TOR,10,Calderon-Parker-Kapono-Bosh-O'Neal,.523,.514,+5,29%,25%,51.5%,-4%
0809,TOR,11,Calderon-Kapono-Graham-Bargnani-Bosh,.453,.515,+12,34%,30%,50%,-1%
0809,TOR,12,Calderon-Kapono-Moon-Bargnani-Bosh,.464,.528,-1,33%,28%,46.5%,0%
0809,TOR,13,Calderon-Parker-Graham-Bargnani-O'Neal,.443,.560,+4,22%,36%,50.5%,+2%
0809,TOR,14,Calderon-Parker-Graham-Bosh-O'Neal,.524,.520,-12,29%,32%,52.5%,+2%
0809,TOR,15,Ukic-Kapono-Graham-Bargnani-Bosh,.477,.601,-2,27%,33%,52.5%,+2%
0809,TOR,16,Solomon-Parker-Kapono-Bargnani-Bosh,.548,.568,-7,18%,33%,42.5%,+1%
0809,TOR,17,Calderon-Parker-Marion-Bosh-O'Bryant,.524,.528,-5,35%,27%,57.5%,+6%
0809,TOR,18,Solomon-Parker-Graham-Bargnani-Bosh,.500,.443,-1,33%,29%,45.5%,-4%
0809,TOR,19,Calderon-Parker-Kapono-Marion-Bosh,.506,.576,+14,35%,40%,53.5%,+3%
0809,TOR,20,Solomon-Parker-Bargnani-Bosh-O'Neal,.426,.471,-1,31%,25%,57.5%,-7%
