Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
2021,DET,1,Wright-Ellington-Grant-Griffin-Plumlee,.460,.510,+13,34%,33%,51.5%,+2%
2021,DET,2,Wright-Ellington-Grant-Bey-Plumlee,.430,.560,-2,32%,39%,50.0%,-2%
2021,DET,3,Hayes-Bey-J.Jackson-Doumbouya-Stewart,.430,.450,0,38%,39%,49.0%,-6%
2021,DET,4,Lee-Grant-Bey-J.Jackson-Plumlee,.440,.520,-2,33%,40%,51.5%,+1%
2021,DET,5,F.Jackson-Wright-Grant-Bey-Plumlee,.440,.470,+14,32%,48%,52.5%,-1%
2021,DET,6,Wright-Grant-Bey-J.Jackson-Plumlee,.550,.510,+12,43%,44%,48.5%,+4%
2021,DET,7,Wright-Grant-J.Jackson-Griffin-Plumlee,.420,.460,+8,37%,26%,49.0%,+13%
2021,DET,8,Joseph-Grant-Bey-J.Jackson-Plumlee,.490,.540,+12,37%,37%,49.5%,-1%
2021,DET,9,Wright-Ellington-Grant-Griffin-Stewart,.470,.440,0,34%,46%,49.0%,+9%
2021,DET,10,Joseph-Ellington-Grant-Bey-Plumlee,.490,.440,+6,32%,37%,42.0%,-7%
2021,DET,11,Hayes-Grant-Bey-J.Jackson-Plumlee,.460,.480,-1,40%,30%,48.5%,+12%
2021,DET,12,Wright-Hayes-Grant-Griffin-Plumlee,.510,.560,+6,31%,31%,51.0%,+1%
2021,DET,13,SmithJr.-Mykhailiuk-Grant-Bey-Plumlee,.470,.430,+3,30%,38%,55.0%,-4%
2021,DET,14,Joseph-Ellington-Bey-J.Jackson-Plumlee,.570,.600,0,29%,36%,35.0%,+2%
2021,DET,15,SmithJr.-Ellington-Grant-Bey-Plumlee,.380,.530,-7,21%,28%,34.0%,-8%
2021,DET,16,Lee-Grant-Bey-J.Jackson-Stewart,.450,.450,+14,42%,33%,58.5%,-3%
2021,DET,17,Hayes-Diallo-Bey-Doumbouya-Stewart,.440,.450,-12,32%,28%,46.0%,-4%
2021,DET,18,F.Jackson-Hayes-Bey-J.Jackson-Stewart,.590,.360,+2,43%,21%,56.5%,-3%
2021,DET,19,SmithJr.-Ellington-Mykhailiuk-Bey-Plumlee,.530,.500,-2,31%,31%,50.0%,-2%
2021,DET,20,Wright-Grant-Bey-Griffin-Plumlee,.410,.410,+3,38%,35%,50.0%,+15%
