Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
2122,GSW,1,Curry-Poole-Wiggins-Looney-Green,.490,.440,+6,36%,34%,52.5%,-4%
2122,GSW,2,Curry-Poole-PorterJr.-Wiggins-Looney,.480,.410,+2,26%,34%,53.0%,+4%
2122,GSW,3,Curry-Thompson-PorterJr.-Wiggins-Looney,.460,.430,-2,31%,39%,47.0%,+3%
2122,GSW,4,Curry-Thompson-Wiggins-Kuminga-Looney,.460,.450,+6,29%,31%,40.5%,-5%
2122,GSW,5,Poole-Thompson-Wiggins-Looney-Green,.440,.490,-22,30%,34%,48.0%,-12%
2122,GSW,6,Curry-Moody-Thompson-Wiggins-Looney,.470,.420,-21,25%,36%,49.5%,-7%
2122,GSW,7,Curry-Poole-PorterJr.-Wiggins-Green,.460,.470,-10,34%,36%,43.5%,+6%
2122,GSW,8,Curry-PaytonII-Thompson-Wiggins-Looney,.520,.460,-6,34%,32%,52.0%,+10%
2122,GSW,9,Curry-Poole-Thompson-Wiggins-Looney,.500,.320,+4,22%,24%,54.0%,+1%
2122,GSW,10,PaytonII-Poole-PorterJr.-Wiggins-Green,.510,.370,+2,29%,27%,58.5%,-1%
2122,GSW,11,Curry-PaytonII-PorterJr.-Wiggins-Looney,.460,.350,-8,27%,34%,46.0%,0%
2122,GSW,12,Poole-Lee-Wiggins-Looney-Green,.440,.440,+3,28%,34%,52.5%,-3%
2122,GSW,13,Curry-PaytonII-Iguodala-PorterJr.-Bjelica,.490,.360,+7,36%,35%,51.0%,+7%
2122,GSW,14,Poole-Thompson-PorterJr.-Wiggins-Looney,.510,.520,-2,25%,46%,63.5%,0%
2122,GSW,15,Curry-PaytonII-Toscano-Anderson-PorterJr.-Bjelica,.440,.460,0,30%,35%,44.0%,-8%
2122,GSW,16,Curry-PaytonII-Poole-Wiggins-Looney,.560,.500,-7,24%,44%,45.5%,+9%
2122,GSW,17,Poole-Thompson-PorterJr.-Wiggins-Green,.460,.420,+7,39%,28%,51.5%,+7%
2122,GSW,18,Curry-PaytonII-Wiggins-Looney-Green,.560,.330,-4,46%,9%,44.5%,-3%
2122,GSW,19,Curry-Poole-Toscano-Anderson-Wiggins-Green,.450,.430,-1,38%,24%,51.5%,+13%
2122,GSW,20,PaytonII-Poole-PorterJr.-Wiggins-Looney,.380,.380,-4,27%,28%,52.5%,0%
