Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1213,CHI,1,Hinrich-Hamilton-Deng-Boozer-Noah,.472,.447,+20,37%,27%,53.5%,-3%
1213,CHI,2,Hinrich-Belinelli-Deng-Boozer-Noah,.439,.435,-24,34%,32%,46.0%,0%
1213,CHI,3,Robinson-Belinelli-Deng-Boozer-Noah,.431,.453,-12,35%,33%,48.5%,-5%
1213,CHI,4,Robinson-Hamilton-Deng-Boozer-Noah,.409,.463,-3,34%,27%,48.5%,-1%
1213,CHI,5,Hinrich-Butler-Deng-Boozer-Mohammed,.437,.462,-3,30%,28%,57.5%,+2%
1213,CHI,6,Hinrich-Hamilton-Butler-Boozer-Noah,.447,.432,-2,29%,25%,51.5%,-2%
1213,CHI,7,Robinson-Belinelli-Butler-Gibson-Noah,.512,.443,+9,31%,25%,51.5%,0%
1213,CHI,8,Robinson-Belinelli-Deng-Gibson-Noah,.418,.395,+10,37%,31%,48.5%,+3%
1213,CHI,9,Robinson-Belinelli-Butler-Deng-Gibson,.429,.459,-1,29%,36%,48.5%,+6%
1213,CHI,10,Robinson-Butler-Deng-Gibson-Noah,.406,.445,-8,32%,27%,59.0%,-5%
1213,CHI,11,Robinson-Belinelli-Butler-Gibson-Boozer,.407,.459,-9,31%,35%,49.0%,-4%
1213,CHI,12,Robinson-Belinelli-Deng-Gibson-Mohammed,.378,.416,-3,33%,35%,50.5%,-1%
1213,CHI,13,Robinson-Belinelli-Butler-Deng-Noah,.429,.423,-2,38%,31%,46.0%,+3%
1213,CHI,14,Robinson-Butler-Deng-Gibson-Boozer,.441,.546,-16,31%,40%,52.0%,+2%
1213,CHI,15,Robinson-Belinelli-Butler-Boozer-Noah,.405,.453,-6,32%,35%,50.0%,-1%
1213,CHI,16,Hinrich-Butler-Deng-Gibson-Noah,.470,.299,+16,23%,29%,50.5%,+1%
1213,CHI,17,Robinson-Belinelli-Butler-Gibson-Mohammed,.512,.433,+9,31%,27%,48.0%,+4%
1213,CHI,18,Robinson-Butler-Deng-Boozer-Noah,.476,.461,+15,35%,26%,55.0%,+6%
1213,CHI,19,Hinrich-Butler-Deng-Boozer-Noah,.378,.449,-6,39%,29%,56.0%,+5%
1213,CHI,20,Hinrich-Belinelli-Butler-Boozer-Noah,.470,.329,-4,23%,33%,52.0%,-13%
