Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1112,CLE,1,Irving-Parker-Casspi-Jamison-Varejao,.455,.502,-8,34%,32%,51.5%,0%
1112,CLE,2,Irving-Gee-Parker-T.Thompson-Jamison,.448,.508,+28,32%,36%,48.5%,-2%
1112,CLE,3,Sloan-Gee-Parker-T.Thompson-Jamison,.391,.510,+9,24%,42%,46.5%,+1%
1112,CLE,4,Sessions-Gibson-Gee-T.Thompson-Samuels,.422,.382,+13,42%,31%,48.5%,-5%
1112,CLE,5,Irving-Gee-Parker-Jamison-Hollins,.458,.497,-1,35%,31%,48.5%,+6%
1112,CLE,6,Sessions-Gibson-Gee-T.Thompson-Erden,.364,.517,+20,27%,24%,58.5%,-6%
1112,CLE,7,Irving-Harris-Parker-T.Thompson-Jamison,.495,.516,+11,36%,31%,56.5%,+5%
1112,CLE,8,Sessions-Gibson-Casspi-T.Thompson-Samuels,.370,.418,+22,34%,35%,56.0%,+1%
1112,CLE,9,Hudson-Harris-Casspi-Walton-Samuels,.494,.385,+4,34%,31%,49.5%,+1%
1112,CLE,10,Irving-M.Thompson-Casspi-Jamison-Varejao,.409,.551,-4,37%,42%,58.0%,-3%
1112,CLE,11,Sessions-Gibson-Gee-T.Thompson-Hollins,.386,.402,+20,39%,28%,51.0%,+3%
1112,CLE,12,Sessions-Gibson-Gee-T.Thompson-Jamison,.362,.419,+15,39%,30%,45.5%,-2%
1112,CLE,13,Sloan-Harris-Casspi-Walton-Samuels,.370,.444,-7,29%,30%,46.5%,-5%
1112,CLE,14,Irving-Gee-Parker-Jamison-Varejao,.481,.434,+3,36%,31%,45.0%,+1%
1112,CLE,15,Sessions-Gibson-Gee-Jamison-Varejao,.487,.500,+3,32%,34%,45.0%,+17%
1112,CLE,16,Irving-Gibson-Casspi-Jamison-Varejao,.403,.461,+12,44%,33%,56.0%,-4%
1112,CLE,17,Sloan-Parker-Casspi-T.Thompson-Jamison,.315,.661,-5,33%,34%,50.0%,-15%
1112,CLE,18,Sessions-Gibson-Casspi-Jamison-Varejao,.561,.446,+1,42%,32%,53.5%,-4%
1112,CLE,19,Irving-Sessions-Gee-Jamison-Varejao,.541,.537,-20,30%,27%,67.0%,+2%
1112,CLE,20,Irving-Gee-Casspi-Jamison-Varejao,.411,.609,0,48%,39%,53.5%,+4%
