Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1011,GSW,1,Curry-Ellis-D.Wright-Lee-Biedrins,.482,.499,-77,36%,33%,48.0%,+1%
1011,GSW,2,Curry-Ellis-D.Wright-Lee-Udoh,.462,.460,-71,27%,35%,48.5%,+4%
1011,GSW,3,Curry-Ellis-D.Wright-Radmanovic-Lee,.530,.450,-54,29%,34%,43.0%,+3%
1011,GSW,4,Ellis-Williams-D.Wright-Lee-Biedrins,.436,.502,-16,34%,31%,49.0%,-3%
1011,GSW,5,Curry-Ellis-D.Wright-Amundson-Lee,.439,.488,+23,26%,33%,49.5%,-2%
1011,GSW,6,Ellis-Williams-D.Wright-Radmanovic-Lee,.479,.443,+14,34%,29%,50.5%,+7%
1011,GSW,7,Curry-Ellis-Williams-D.Wright-Lee,.507,.488,-4,32%,26%,40.0%,+5%
1011,GSW,8,Curry-Ellis-D.Wright-Radmanovic-Biedrins,.444,.568,-24,24%,40%,50.5%,+4%
1011,GSW,9,Curry-Williams-D.Wright-Lee-Udoh,.578,.468,-7,36%,35%,47.0%,+2%
1011,GSW,10,Ellis-Williams-D.Wright-Amundson-Lee,.389,.475,-4,29%,34%,41.5%,0%
1011,GSW,11,Curry-Ellis-D.Wright-Lee-Gadzuric,.511,.453,-17,30%,29%,49.5%,+8%
1011,GSW,12,Curry-Ellis-Williams-D.Wright-Biedrins,.506,.476,-22,28%,30%,54.0%,+4%
1011,GSW,13,Law-Ellis-D.Wright-Lee-Biedrins,.478,.603,-5,29%,40%,39.5%,+2%
1011,GSW,14,Curry-Ellis-D.Wright-Gadzuric-Biedrins,.324,.559,-9,43%,24%,56.5%,-5%
1011,GSW,15,Curry-Ellis-D.Wright-Radmanovic-Amundson,.423,.475,-3,38%,33%,45.0%,+12%
1011,GSW,16,Law-Ellis-D.Wright-Lee-Udoh,.429,.390,-21,22%,36%,35.5%,+7%
1011,GSW,17,Ellis-Williams-D.Wright-Lee-Udoh,.653,.492,+5,31%,35%,42.5%,-14%
1011,GSW,18,Curry-Ellis-D.Wright-Adrien-Biedrins,.620,.468,+2,42%,19%,50.0%,+6%
1011,GSW,19,Curry-Ellis-D.Wright-Thornton-Lee,.419,.375,-11,16%,45%,52.0%,-3%
1011,GSW,20,Curry-Ellis-D.Wright-Radmanovic-Udoh,.583,.372,-5,25%,35%,55.5%,+7%
