Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1617,SAS,1,Parker-Green-Leonard-Aldridge-Gasol,.500,.450,+12,20%,25%,48.0%,+1%
1617,SAS,2,Parker-Green-Leonard-Aldridge-Dedmon,.450,.420,+17,20%,27%,52.0%,0%
1617,SAS,3,Mills-Ginobili-Leonard-Aldridge-Gasol,.490,.500,+1,21%,25%,48.5%,0%
1617,SAS,4,Parker-Green-Leonard-Lee-Aldridge,.450,.450,+20,22%,28%,54.0%,0%
1617,SAS,5,Mills-Green-Leonard-Aldridge-Gasol,.450,.440,+21,18%,27%,50.0%,+7%
1617,SAS,6,Mills-Ginobili-Leonard-Lee-Aldridge,.450,.520,+12,22%,29%,51.5%,+2%
1617,SAS,7,Mills-Ginobili-Simmons-Lee-Dedmon,.490,.310,-8,26%,20%,54.5%,-3%
1617,SAS,8,Mills-Ginobili-Leonard-Lee-Gasol,.460,.490,+16,26%,26%,55.0%,+4%
1617,SAS,9,Parker-Ginobili-Leonard-Aldridge-Gasol,.510,.490,+14,21%,35%,47.5%,-3%
1617,SAS,10,Parker-Simmons-Leonard-Aldridge-Gasol,.480,.440,+4,24%,32%,56.5%,-2%
1617,SAS,11,Mills-Anderson-Leonard-Aldridge-Gasol,.440,.440,+16,17%,25%,49.0%,+6%
1617,SAS,12,Mills-Green-Leonard-Lee-Aldridge,.450,.380,-10,22%,21%,47.0%,+5%
1617,SAS,13,Mills-Ginobili-Simmons-Lee-Gasol,.470,.470,-17,25%,29%,43.0%,+1%
1617,SAS,14,Parker-Simmons-Leonard-Aldridge-Dedmon,.480,.490,0,24%,25%,51.0%,+7%
1617,SAS,15,Mills-Green-Leonard-Aldridge-Dedmon,.540,.480,-14,23%,21%,57.0%,+4%
1617,SAS,16,Parker-Anderson-Leonard-Aldridge-Gasol,.470,.500,-8,23%,23%,41.5%,+4%
1617,SAS,17,Mills-Ginobili-Simmons-Lee-Aldridge,.460,.410,-8,24%,28%,46.0%,0%
1617,SAS,18,Parker-Green-Leonard-Bertans-Aldridge,.460,.490,+4,33%,22%,52.5%,+4%
1617,SAS,19,Parker-Green-Leonard-Lee-Gasol,.500,.430,+13,26%,28%,53.0%,0%
1617,SAS,20,Mills-Ginobili-Anderson-Lee-Gasol,.360,.410,+3,26%,36%,52.0%,-8%
