Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1415,MIL,1,Carter-Williams-Middleton-Antetokounmpo-Ilyasova-Pachulia,.480,.459,+9,36%,32%,53.0%,+4%
1415,MIL,2,Knight-Mayo-Antetokounmpo-Parker-Sanders,.443,.475,-20,42%,35%,47.5%,0%
1415,MIL,3,Knight-Dudley-Middleton-Antetokounmpo-Henson,.493,.437,-13,42%,41%,49.0%,+4%
1415,MIL,4,Knight-Middleton-Antetokounmpo-O'Bryant-Pachulia,.431,.426,+10,32%,39%,51.5%,+2%
1415,MIL,5,Bayless-Mayo-Dudley-Middleton-Henson,.518,.352,-14,28%,42%,41.0%,-4%
1415,MIL,6,Knight-Dudley-Middleton-Antetokounmpo-Pachulia,.518,.404,+10,32%,32%,48.5%,+6%
1415,MIL,7,Bayless-Mayo-Dudley-Antetokounmpo-Henson,.459,.374,+2,37%,45%,48.5%,-7%
1415,MIL,8,Knight-Middleton-Antetokounmpo-Ilyasova-Pachulia,.450,.472,+2,45%,37%,50.0%,+9%
1415,MIL,9,Knight-Mayo-Antetokounmpo-Parker-Pachulia,.438,.479,-1,33%,41%,43.5%,+6%
1415,MIL,10,Knight-Dudley-Middleton-Parker-Sanders,.416,.420,-21,34%,36%,48.0%,-5%
1415,MIL,11,Knight-Dudley-Parker-Ilyasova-Sanders,.466,.397,-19,38%,26%,50.5%,+1%
1415,MIL,12,Bayless-Dudley-Middleton-Antetokounmpo-Henson,.288,.347,-11,30%,39%,47.0%,-1%
1415,MIL,13,Bayless-Marshall-Mayo-Dudley-Henson,.574,.431,-2,46%,31%,41.0%,+3%
1415,MIL,14,Knight-Middleton-Antetokounmpo-Parker-Sanders,.382,.438,+12,43%,41%,52.0%,+5%
1415,MIL,15,Bayless-Middleton-Antetokounmpo-Ilyasova-Pachulia,.431,.419,+16,35%,26%,55.5%,-3%
1415,MIL,16,Carter-Williams-Mayo-Middleton-Ilyasova-Pachulia,.612,.443,-1,39%,33%,61.5%,+3%
1415,MIL,17,Knight-Mayo-Dudley-Antetokounmpo-Pachulia,.463,.516,+4,39%,30%,46.5%,0%
1415,MIL,18,Knight-Mayo-Dudley-Antetokounmpo-Henson,.446,.400,-5,48%,32%,44.5%,-3%
1415,MIL,19,Bayless-Mayo-Dudley-Middleton-Pachulia,.462,.345,+5,28%,34%,47.5%,+13%
1415,MIL,20,Carter-Williams-Middleton-Antetokounmpo-Ilyasova-Henson,.489,.442,-7,47%,40%,38.5%,+5%
