Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1516,LAC,1,Paul-Redick-Pierce-MbahaMoute-Jordan,.460,.420,+24,17%,26%,49.0%,0%
1516,LAC,2,Paul-Redick-MbahaMoute-Griffin-Jordan,.510,.420,+35,19%,23%,52.0%,+2%
1516,LAC,3,Prigioni-Rivers-Crawford-Johnson-Aldrich,.410,.490,-37,27%,31%,41.0%,+5%
1516,LAC,4,Paul-Redick-Johnson-MbahaMoute-Jordan,.450,.370,+24,15%,24%,44.5%,+6%
1516,LAC,5,Paul-Redick-Stephenson-Griffin-Jordan,.560,.420,+32,21%,24%,45.5%,+2%
1516,LAC,6,Paul-Crawford-Redick-Johnson-Jordan,.480,.420,+48,20%,27%,50.0%,+6%
1516,LAC,7,Paul-Redick-Johnson-Griffin-Jordan,.450,.400,-6,18%,22%,50.5%,0%
1516,LAC,8,Paul-Redick-MbahaMoute-Jeff.Green-Jordan,.510,.490,+7,17%,20%,45.5%,+8%
1516,LAC,9,Paul-Crawford-Redick-Griffin-Jordan,.530,.420,+18,13%,26%,42.0%,+5%
1516,LAC,10,Paul-Crawford-Redick-Pierce-Jordan,.560,.470,+37,16%,21%,49.5%,+1%
1516,LAC,11,Rivers-Crawford-Stephenson-Pierce-Smith,.440,.390,-12,28%,30%,42.0%,-3%
1516,LAC,12,Rivers-Crawford-Johnson-Pierce-Smith,.310,.500,+11,19%,24%,38.0%,+6%
1516,LAC,13,Paul-Redick-Pierce-Jeff.Green-Jordan,.540,.450,-18,26%,29%,32.5%,0%
1516,LAC,14,Paul-Rivers-Crawford-Johnson-Jordan,.450,.470,+18,22%,27%,46.0%,+10%
1516,LAC,15,Rivers-Crawford-Johnson-Jeff.Green-Aldrich,.480,.460,+2,28%,29%,43.5%,+3%
1516,LAC,16,Paul-Crawford-Redick-MbahaMoute-Jordan,.610,.540,+13,11%,32%,44.5%,+3%
1516,LAC,17,Paul-Redick-Johnson-Jeff.Green-Jordan,.470,.390,-6,19%,29%,48.5%,+3%
1516,LAC,18,Paul-Crawford-Redick-Jeff.Green-Jordan,.400,.510,-1,22%,33%,46.5%,+6%
1516,LAC,19,Prigioni-Rivers-Crawford-Jeff.Green-Aldrich,.470,.470,-1,37%,33%,41.5%,+5%
1516,LAC,20,Prigioni-Rivers-Crawford-Johnson-Jordan,.470,.440,+3,3%,27%,50.5%,-7%
