Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1011,IND,1,Collison-Dunleavy-Granger-McRoberts-Hibbert,.515,.425,+4,39%,32%,50.5%,-5%
1011,IND,2,Collison-George-Granger-Hansbrough-Hibbert,.463,.479,+22,37%,36%,50.0%,-2%
1011,IND,3,Collison-Rush-Granger-McRoberts-Hibbert,.482,.476,-43,39%,33%,42.5%,-7%
1011,IND,4,Collison-Dunleavy-Granger-Hansbrough-Hibbert,.457,.416,-21,34%,33%,54.5%,-5%
1011,IND,5,Collison-Rush-Granger-Hansbrough-Hibbert,.429,.483,+13,33%,36%,49.0%,-5%
1011,IND,6,Price-D.Jones-George-Hansbrough-Foster,.461,.481,+16,28%,25%,61.0%,+2%
1011,IND,7,Ford-Rush-Dunleavy-Posey-S.Jones,.409,.424,+1,15%,22%,46.5%,0%
1011,IND,8,Collison-Dunleavy-Posey-Granger-Hibbert,.455,.495,+4,39%,28%,52.0%,+5%
1011,IND,9,Price-Rush-Granger-McRoberts-Foster,.480,.404,+10,24%,29%,52.5%,+6%
1011,IND,10,Collison-George-Granger-McRoberts-Hibbert,.544,.464,+1,47%,35%,42.5%,-7%
1011,IND,11,Ford-Rush-Posey-Granger-Hibbert,.418,.365,-11,33%,27%,44.0%,-2%
1011,IND,12,Collison-Rush-Dunleavy-Granger-Foster,.462,.429,+4,24%,25%,56.0%,+1%
1011,IND,13,Ford-Rush-Posey-Granger-S.Jones,.410,.468,-2,27%,19%,45.0%,0%
1011,IND,14,Collison-George-Granger-Hansbrough-Foster,.375,.439,+6,24%,27%,46.0%,+2%
1011,IND,15,Price-Rush-D.Jones-McRoberts-Foster,.387,.515,-1,25%,31%,56.0%,+4%
1011,IND,16,Collison-D.Jones-George-Hansbrough-Hibbert,.539,.409,-7,29%,23%,61.0%,+3%
1011,IND,17,Ford-Dunleavy-Granger-McRoberts-Hibbert,.429,.418,+1,27%,13%,55.0%,-4%
1011,IND,18,Ford-Dunleavy-Posey-Granger-S.Jones,.302,.328,+8,16%,19%,56.0%,+6%
1011,IND,19,Ford-Rush-Granger-McRoberts-Hibbert,.529,.519,-3,29%,26%,52.5%,-10%
1011,IND,20,Ford-Dunleavy-Posey-Granger-Hibbert,.434,.477,-9,26%,27%,49.0%,+3%
