Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0910,NJN,1,Harris-Lee-Hayes-Yi-Lopez,.454,.485,+38,36%,37%,46.5%,+2%
0910,NJN,2,Harris-Lee-Douglas-Roberts-Yi-Lopez,.442,.520,+7,45%,44%,51.5%,+2%
0910,NJN,3,Harris-Lee-T.Williams-Yi-Lopez,.436,.491,+30,37%,40%,51.5%,0%
0910,NJN,4,Harris-Lee-Hassell-Boone-Lopez,.473,.527,+7,47%,43%,57.5%,0%
0910,NJN,5,Harris-Lee-Douglas-Roberts-Boone-Lopez,.434,.534,+22,46%,40%,45.5%,+2%
0910,NJN,6,Harris-Lee-Hassell-Yi-Lopez,.453,.563,0,39%,39%,49.5%,-7%
0910,NJN,7,Dooling-Lee-Douglas-Roberts-Yi-Lopez,.483,.477,-15,28%,37%,43.5%,-2%
0910,NJN,8,Harris-Lee-Hayes-Humphries-Lopez,.495,.556,-18,37%,43%,46.5%,-1%
0910,NJN,9,Harris-Douglas-Roberts-Hassell-Boone-Lopez,.365,.568,-9,40%,38%,54.5%,+3%
0910,NJN,10,Dooling-T.Williams-Douglas-Roberts-Humphries-Boone,.494,.364,-3,46%,36%,50.0%,-2%
0910,NJN,11,Dooling-T.Williams-Hayes-Humphries-Lopez,.489,.447,+2,38%,34%,54.5%,+1%
0910,NJN,12,Harris-Douglas-Roberts-Hassell-Yi-Lopez,.427,.481,+9,43%,49%,48.5%,-10%
0910,NJN,13,Alston-Douglas-Roberts-Hassell-Boone-Lopez,.405,.489,+1,47%,42%,52.5%,-19%
0910,NJN,14,Dooling-Lee-Hayes-Yi-Lopez,.537,.596,-4,21%,40%,59.0%,+2%
0910,NJN,15,Harris-T.Williams-Douglas-Roberts-Yi-Lopez,.397,.475,-22,37%,42%,52.0%,-3%
0910,NJN,16,Harris-Lee-T.Williams-Humphries-Lopez,.385,.493,+7,38%,45%,46.0%,-3%
0910,NJN,17,Dooling-Lee-T.Williams-Humphries-Lopez,.431,.446,+15,40%,45%,40.0%,-4%
0910,NJN,18,Alston-T.Williams-Hassell-Boone-Lopez,.390,.459,+9,34%,33%,51.0%,-4%
0910,NJN,19,Alston-T.Williams-Hassell-Simmons-Lopez,.393,.474,-19,36%,37%,51.5%,-18%
0910,NJN,20,Alston-Lee-Douglas-Roberts-Yi-Lopez,.383,.429,+9,36%,41%,40.0%,+4%
