Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1516,PHO,1,Price-Booker-Tucker-Len-Chandler,.420,.430,+7,31%,24%,55.5%,-5%
1516,PHO,2,Knight-Bledsoe-Tucker-Morris-Chandler,.460,.460,+9,25%,23%,51.5%,+2%
1516,PHO,3,Knight-Bledsoe-Tucker-Leuer-Len,.470,.430,-3,25%,23%,52.5%,-2%
1516,PHO,4,Knight-Booker-Tucker-Len-Chandler,.430,.470,-14,25%,27%,53.0%,-9%
1516,PHO,5,Goodwin-Booker-Tucker-Morris-Chandler,.460,.450,-12,23%,15%,50.5%,-7%
1516,PHO,6,Knight-Bledsoe-Tucker-Leuer-Chandler,.430,.540,-5,26%,23%,49.5%,+1%
1516,PHO,7,Goodwin-Booker-Tucker-Len-Chandler,.400,.430,-1,25%,20%,49.0%,-9%
1516,PHO,8,Price-Booker-Tucker-Teletovic-Chandler,.410,.460,+16,26%,16%,56.5%,+4%
1516,PHO,9,Knight-Booker-Tucker-Leuer-Len,.470,.480,+1,22%,26%,54.5%,-2%
1516,PHO,10,Knight-Bledsoe-Tucker-Morris-Len,.470,.470,-3,24%,19%,50.0%,-2%
1516,PHO,11,Knight-Booker-Tucker-Morris-Chandler,.410,.470,-7,29%,14%,50.5%,-4%
1516,PHO,12,Knight-Booker-Tucker-Teletovic-Chandler,.390,.490,-21,19%,27%,61.5%,-2%
1516,PHO,13,Goodwin-Booker-Tucker-Teletovic-Chandler,.480,.510,-8,30%,23%,61.5%,-9%
1516,PHO,14,Price-Booker-Tucker-Teletovic-Len,.450,.510,-2,26%,21%,51.5%,+2%
1516,PHO,15,Knight-Booker-Tucker-Warren-Chandler,.510,.520,-2,32%,30%,47.0%,-2%
1516,PHO,16,Knight-Booker-Tucker-Teletovic-Len,.430,.460,-11,18%,29%,46.0%,+2%
1516,PHO,17,Knight-Bledsoe-Tucker-Teletovic-Leuer,.450,.540,0,29%,43%,41.0%,-7%
1516,PHO,18,Knight-Booker-Tucker-Leuer-Chandler,.480,.500,-1,14%,20%,51.0%,-8%
1516,PHO,19,Knight-Bledsoe-Warren-Morris-Chandler,.340,.510,+1,33%,26%,49.0%,-7%
1516,PHO,20,Goodwin-Booker-Tucker-Teletovic-Len,.500,.330,+10,38%,31%,45.0%,+1%
