Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1516,GSW,1,Curry-K.Thompson-Barnes-Green-Bogut,.490,.430,-44,21%,23%,50.0%,-2%
1516,GSW,2,Curry-K.Thompson-Rush-Green-Bogut,.520,.420,-29,24%,26%,45.5%,-2%
1516,GSW,3,Curry-K.Thompson-Iguodala-Barnes-Green,.600,.390,+7,28%,26%,48.5%,+1%
1516,GSW,4,Curry-K.Thompson-Iguodala-Green-Bogut,.540,.380,+9,23%,26%,45.5%,0%
1516,GSW,5,Curry-K.Thompson-Barnes-Green-Ezeli,.500,.480,-1,23%,26%,49.0%,0%
1516,GSW,6,Curry-K.Thompson-Iguodala-Green-Ezeli,.530,.410,+22,25%,24%,51.0%,+1%
1516,GSW,7,Livingston-Barbosa-Iguodala-Barnes-Speights,.440,.490,+9,21%,28%,49.0%,+4%
1516,GSW,8,Curry-Livingston-K.Thompson-Barnes-Green,.520,.430,+8,23%,19%,49.0%,-2%
1516,GSW,9,Curry-Livingston-Iguodala-Green-Ezeli,.530,.410,+33,32%,26%,57.0%,-2%
1516,GSW,10,Curry-K.Thompson-Rush-Barnes-Green,.490,.440,-8,30%,28%,43.5%,+9%
1516,GSW,11,Curry-Livingston-K.Thompson-Green-Bogut,.510,.390,-2,25%,30%,60.5%,+1%
1516,GSW,12,Livingston-Barbosa-Iguodala-Barnes-Ezeli,.380,.470,+3,25%,26%,48.0%,+4%
1516,GSW,13,Livingston-Barbosa-Rush-Barnes-Speights,.470,.410,-16,23%,24%,49.5%,-4%
1516,GSW,14,Curry-Livingston-K.Thompson-Iguodala-Green,.500,.470,+2,37%,39%,47.5%,0%
1516,GSW,15,Livingston-Barbosa-Iguodala-Speights-Ezeli,.510,.450,-10,24%,30%,58.5%,-3%
1516,GSW,16,Livingston-K.Thompson-Iguodala-Barnes-Speights,.550,.400,0,13%,31%,34.5%,+7%
1516,GSW,17,Curry-K.Thompson-Barnes-McAdoo-Green,.490,.560,-1,35%,27%,55.0%,-3%
1516,GSW,18,Curry-Barbosa-Iguodala-Green-Ezeli,.420,.420,+12,32%,28%,58.0%,-3%
1516,GSW,19,Curry-K.Thompson-Rush-Green-Ezeli,.650,.390,+16,24%,27%,55.5%,-8%
1516,GSW,20,Curry-Barbosa-Iguodala-Green-Speights,.580,.440,+3,35%,21%,55.0%,+6%
