Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0910,NYK,1,Duhon-Chandler-Gallinari-Jeffries-Lee,.470,.457,+6,33%,35%,48.0%,0%
0910,NYK,2,Duhon-Hughes-Chandler-Gallinari-Lee,.427,.517,-8,31%,39%,47.0%,+3%
0910,NYK,3,Duhon-Chandler-Harrington-Jeffries-Lee,.462,.496,-21,39%,35%,49.5%,-1%
0910,NYK,4,Duhon-Chandler-Gallinari-Harrington-Lee,.429,.486,-26,36%,43%,52.5%,+1%
0910,NYK,5,Duhon-Gallinari-Harrington-Jeffries-Lee,.483,.507,-15,35%,39%,46.5%,+2%
0910,NYK,6,Duhon-Hughes-Chandler-Harrington-Lee,.460,.544,-12,37%,39%,46.0%,0%
0910,NYK,7,Douglas-Walker-McGrady-Gallinari-Lee,.407,.540,0,28%,40%,53.0%,+1%
0910,NYK,8,Rodriguez-McGrady-Chandler-Gallinari-Lee,.484,.559,+3,32%,41%,41.5%,-3%
0910,NYK,9,Douglas-McGrady-Gallinari-Harrington-Lee,.416,.512,-3,27%,36%,47.5%,-1%
0910,NYK,10,Duhon-Hughes-Gallinari-Harrington-Lee,.523,.471,+25,40%,35%,49.5%,-4%
0910,NYK,11,Robinson-Chandler-Gallinari-Jeffries-Lee,.451,.494,+5,30%,45%,54.5%,-5%
0910,NYK,12,Robinson-Duhon-Chandler-Harrington-Lee,.457,.462,+8,33%,46%,50.0%,+3%
0910,NYK,13,Robinson-Chandler-Gallinari-Harrington-Lee,.470,.468,+7,46%,40%,47.0%,+9%
0910,NYK,14,Robinson-Chandler-Harrington-Jeffries-Lee,.444,.440,-8,37%,31%,44.0%,+3%
0910,NYK,15,Duhon-McGrady-Gallinari-Lee-Barron,.482,.569,-3,25%,25%,45.5%,-6%
0910,NYK,16,Duhon-Walker-Gallinari-Lee-Barron,.533,.593,+7,30%,33%,52.0%,+7%
0910,NYK,17,Duhon-Douglas-Walker-Gallinari-Lee,.446,.562,-1,32%,44%,51.5%,-2%
0910,NYK,18,Douglas-Chandler-Gallinari-Harrington-Lee,.453,.453,-2,30%,44%,35.0%,+2%
0910,NYK,19,Duhon-Hughes-Harrington-Jeffries-Lee,.490,.424,+31,37%,39%,59.0%,+3%
0910,NYK,20,Rodriguez-Douglas-Walker-Gallinari-Barron,.511,.431,+10,43%,35%,51.0%,+3%
