Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
2122,LAC,1,Jackson-Coffey-Batum-MorrisSr.-Zubac,.440,.480,-28,26%,30%,49.0%,-2%
2122,LAC,2,Jackson-Mann-Batum-MorrisSr.-Zubac,.480,.460,-3,29%,29%,51.5%,0%
2122,LAC,3,Bledsoe-Jackson-Batum-George-Zubac,.460,.490,+15,28%,32%,47.0%,-1%
2122,LAC,4,Jackson-Batum-George-MorrisSr.-Zubac,.480,.440,-4,25%,28%,47.0%,-1%
2122,LAC,5,Kennard-Mann-Coffey-Covington-Hartenstein,.490,.420,+9,40%,34%,52.5%,-6%
2122,LAC,6,Jackson-Kennard-Mann-MorrisSr.-Zubac,.410,.410,-11,23%,28%,51.5%,-4%
2122,LAC,7,Bledsoe-BostonJr.-Kennard-Mann-Hartenstein,.440,.500,-15,22%,31%,42.5%,+6%
2122,LAC,8,Bledsoe-Jackson-George-MorrisSr.-Zubac,.460,.490,-1,28%,32%,48.5%,+1%
2122,LAC,9,Jackson-Kennard-Mann-George-Zubac,.500,.430,+14,27%,33%,46.5%,-3%
2122,LAC,10,Bledsoe-Kennard-Mann-MorrisSr.-Zubac,.440,.540,+5,16%,39%,53.0%,-7%
2122,LAC,11,Jackson-Mann-Coffey-Batum-Zubac,.390,.550,-3,28%,38%,51.0%,+2%
2122,LAC,12,Jackson-Mann-Coffey-MorrisSr.-Zubac,.490,.470,-11,17%,32%,49.5%,-10%
2122,LAC,13,Bledsoe-Jackson-Coffey-George-Zubac,.540,.470,+1,25%,35%,44.0%,-7%
2122,LAC,14,Jackson-Kennard-Coffey-Covington-Hartenstein,.490,.450,-8,24%,39%,57.5%,+4%
2122,LAC,15,Bledsoe-Kennard-Mann-George-Hartenstein,.510,.420,+6,23%,35%,53.5%,0%
2122,LAC,16,Bledsoe-BostonJr.-Kennard-Winslow-Hartenstein,.450,.360,+4,35%,35%,47.0%,-5%
2122,LAC,17,Kennard-Mann-Coffey-Covington-Zubac,.620,.420,+4,28%,35%,48.5%,+3%
2122,LAC,18,Jackson-Kennard-Mann-Covington-Hartenstein,.390,.410,-1,23%,30%,46.5%,+8%
2122,LAC,19,Bledsoe-Kennard-Mann-Batum-Hartenstein,.440,.510,+7,44%,38%,47.0%,+2%
2122,LAC,20,Jackson-Kennard-Mann-Coffey-Hartenstein,.360,.350,-8,14%,35%,40.5%,-5%
