Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1819,TOR,1,Lowry-Green-Leonard-Siakam-Ibaka,.490,.440,+44,33%,33%,49.0%,+2%
1819,TOR,2,Lowry-VanVleet-Green-Siakam-Ibaka,.490,.450,+8,30%,33%,50.5%,+3%
1819,TOR,3,VanVleet-Green-Leonard-Siakam-Ibaka,.510,.440,+45,31%,34%,49.0%,-1%
1819,TOR,4,Lowry-Green-Leonard-Siakam-Gasol,.530,.480,+6,30%,33%,46.5%,+4%
1819,TOR,5,Lowry-Green-Leonard-Siakam-Valanciunas,.530,.420,+24,38%,28%,46.5%,+3%
1819,TOR,6,VanVleet-Green-Leonard-Siakam-Gasol,.540,.400,-2,29%,33%,46.0%,-5%
1819,TOR,7,Lowry-VanVleet-Leonard-Siakam-Ibaka,.410,.450,+31,32%,30%,52.0%,+6%
1819,TOR,8,VanVleet-Wright-Miles-Anunoby-Valanciunas,.430,.470,-2,40%,40%,41.0%,0%
1819,TOR,9,Lowry-Powell-Green-Siakam-Ibaka,.510,.510,-5,43%,35%,50.0%,+3%
1819,TOR,10,Lowry-Green-Leonard-Anunoby-Ibaka,.490,.490,+11,30%,31%,52.5%,-3%
1819,TOR,11,Lowry-VanVleet-Green-Leonard-Ibaka,.590,.350,+6,25%,29%,53.5%,+10%
1819,TOR,12,VanVleet-Wright-Miles-Anunoby-Ibaka,.380,.430,-6,31%,37%,43.0%,-2%
1819,TOR,13,Lowry-Green-Anunoby-Siakam-Ibaka,.640,.400,-18,46%,37%,54.5%,+2%
1819,TOR,14,Lowry-VanVleet-Green-Siakam-Gasol,.570,.360,-6,34%,24%,48.5%,+13%
1819,TOR,15,Lowry-VanVleet-Green-Siakam-Valanciunas,.610,.370,-6,47%,33%,56.0%,-6%
1819,TOR,16,Lowry-VanVleet-Leonard-Anunoby-Ibaka,.400,.520,-8,26%,27%,41.5%,+11%
1819,TOR,17,Lin-Green-Leonard-Siakam-Gasol,.420,.470,-1,25%,37%,47.5%,+1%
1819,TOR,18,Lowry-Wright-Powell-Anunoby-Monroe,.460,.490,+2,38%,37%,41.5%,+17%
1819,TOR,19,VanVleet-Lin-Powell-Siakam-Ibaka,.440,.460,0,44%,26%,46.0%,-15%
1819,TOR,20,Wright-Powell-Anunoby-Siakam-Monroe,.370,.470,-1,48%,45%,56.0%,+3%
