Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1213,DET,1,Knight-Singler-Prince-Maxiell-Monroe,.463,.442,+89,43%,34%,53.0%,-6%
1213,DET,2,Knight-Stuckey-Prince-Maxiell-Monroe,.426,.455,-1,39%,37%,47.5%,-3%
1213,DET,3,Calderon-Knight-Singler-Maxiell-Monroe,.438,.468,-14,41%,41%,48.5%,+3%
1213,DET,4,Knight-Stuckey-Singler-Monroe-Drummond,.449,.503,-4,43%,32%,55.0%,-3%
1213,DET,5,Calderon-Stuckey-Singler-Maxiell-Monroe,.400,.516,-6,34%,31%,46.5%,-1%
1213,DET,6,Bynum-Stuckey-Daye-Villanueva-Drummond,.491,.500,-23,37%,35%,58.5%,-3%
1213,DET,7,Stuckey-Singler-Maggette-Villanueva-Drummond,.508,.467,-3,38%,28%,47.0%,+2%
1213,DET,8,Knight-Stuckey-Prince-Monroe-Drummond,.475,.415,+10,50%,38%,50.0%,-5%
1213,DET,9,Knight-Stuckey-Singler-Maxiell-Monroe,.441,.505,-4,35%,38%,56.5%,-1%
1213,DET,10,Calderon-Knight-Singler-Monroe-Drummond,.486,.475,+6,36%,37%,40.0%,-7%
1213,DET,11,Calderon-Stuckey-Singler-Jerebko-Monroe,.424,.474,-3,42%,25%,52.5%,+1%
1213,DET,12,Bynum-English-Singler-Jerebko-Drummond,.436,.450,+11,40%,29%,45.0%,+8%
1213,DET,13,Bynum-Singler-Daye-Villanueva-Drummond,.500,.365,-3,31%,32%,46.0%,+13%
1213,DET,14,Stuckey-Singler-Prince-Maxiell-Monroe,.426,.403,+13,40%,40%,44.0%,-8%
1213,DET,15,Knight-Stuckey-Prince-Maxiell-Drummond,.540,.375,+23,36%,39%,52.0%,+6%
1213,DET,16,Calderon-Knight-Stuckey-Maxiell-Monroe,.484,.439,-7,42%,51%,56.0%,-8%
1213,DET,17,Bynum-Stuckey-Singler-Maxiell-Monroe,.472,.456,-10,40%,30%,49.5%,-12%
1213,DET,18,Bynum-Stuckey-Singler-Villanueva-Monroe,.388,.519,+9,37%,33%,49.5%,-4%
1213,DET,19,Calderon-Knight-Singler-Villanueva-Monroe,.564,.446,-2,44%,38%,51.5%,0%
1213,DET,20,Bynum-Stuckey-Singler-Jerebko-Drummond,.444,.556,-16,44%,31%,49.5%,+3%
