Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1617,POR,1,Lillard-McCollum-Harkless-Aminu-Plumlee,.500,.430,-32,23%,25%,47.5%,0%
1617,POR,2,Lillard-McCollum-Harkless-Vonleh-Nurkic,.490,.440,+4,33%,28%,54.5%,-4%
1617,POR,3,Lillard-McCollum-Harkless-Davis-Plumlee,.500,.550,-13,30%,25%,55.0%,+1%
1617,POR,4,Lillard-McCollum-Turner-Vonleh-Plumlee,.440,.470,0,23%,15%,54.0%,+5%
1617,POR,5,Lillard-McCollum-Crabbe-Harkless-Plumlee,.530,.450,-23,27%,34%,47.5%,0%
1617,POR,6,McCollum-Crabbe-Harkless-Aminu-Plumlee,.450,.440,+11,20%,22%,53.0%,-4%
1617,POR,7,Lillard-McCollum-Turner-Aminu-Plumlee,.460,.380,+7,19%,24%,50.5%,0%
1617,POR,8,Napier-McCollum-Crabbe-Aminu-Leonard,.520,.560,-1,21%,20%,50.0%,0%
1617,POR,9,Lillard-Turner-Crabbe-Harkless-Plumlee,.530,.430,-5,30%,26%,48.5%,-6%
1617,POR,10,McCollum-Turner-Crabbe-Aminu-Leonard,.440,.420,-18,17%,26%,46.5%,-9%
1617,POR,11,Lillard-McCollum-Harkless-Aminu-Nurkic,.470,.440,+13,34%,29%,50.0%,-3%
1617,POR,12,Lillard-McCollum-Crabbe-Aminu-Plumlee,.480,.540,+12,25%,29%,48.0%,+1%
1617,POR,13,Napier-Connaughton-Layman-Vonleh-Leonard,.450,.410,+5,22%,23%,45.0%,-2%
1617,POR,14,McCollum-Turner-Crabbe-Harkless-Davis,.510,.370,+1,21%,28%,49.0%,-6%
1617,POR,15,Lillard-McCollum-Harkless-Vonleh-Plumlee,.450,.550,-4,25%,32%,49.0%,+5%
1617,POR,16,Lillard-Turner-Crabbe-Aminu-Leonard,.470,.400,-13,19%,24%,47.0%,+6%
1617,POR,17,Lillard-Crabbe-Harkless-Aminu-Nurkic,.480,.530,+18,24%,28%,51.5%,-6%
1617,POR,18,McCollum-Turner-Crabbe-Vonleh-Leonard,.450,.470,-1,17%,29%,47.5%,-3%
1617,POR,19,Lillard-McCollum-Harkless-Leonard-Plumlee,.470,.390,-16,22%,29%,42.5%,+3%
1617,POR,20,Lillard-McCollum-Turner-Harkless-Plumlee,.550,.580,-3,17%,23%,40.5%,-1%
