Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0809,CHI,1,Rose-Gordon-Deng-Thomas-Noah,.484,.499,-4,37%,38%,51%,-3%
0809,CHI,2,Rose-Gordon-Salmons-Thomas-Noah,.500,.522,+13,37%,40%,47.5%,+1%
0809,CHI,3,Rose-Gordon-Deng-Gooden-Noah,.469,.460,+3,35%,39%,47.5%,-2%
0809,CHI,4,Rose-Gordon-Deng-Nocioni-Noah,.516,.549,-10,32%,43%,47.5%,+1%
0809,CHI,5,Rose-Gordon-Deng-Gooden-Gray,.467,.525,-14,35%,45%,48.5%,-12%
0809,CHI,6,Rose-Gordon-Salmons-Noah-Miller,.516,.516,+10,33%,34%,54.5%,-2%
0809,CHI,7,Rose-Gordon-Sefolosha-Thomas-Gray,.496,.551,-16,42%,36%,49.5%,-8%
0809,CHI,8,Rose-Gordon-Salmons-Thomas-Miller,.462,.524,+4,37%,42%,48%,-5%
0809,CHI,9,Rose-Gordon-Hughes-Gooden-Noah,.496,.495,-9,31%,42%,60%,-8%
0809,CHI,10,Rose-Hinrich-Salmons-Thomas-Miller,.481,.480,+3,40%,39%,52%,+6%
0809,CHI,11,Rose-Hinrich-Deng-Thomas-Noah,.509,.434,-8,32%,30%,59%,+3%
0809,CHI,12,Rose-Gordon-Deng-Nocioni-Gooden,.521,.452,+15,39%,48%,48.5%,-2%
0809,CHI,13,Rose-Sefolosha-Deng-Thomas-Gooden,.407,.548,+9,32%,36%,52%,+3%
0809,CHI,14,Rose-Gordon-Deng-Thomas-Gray,.466,.450,+17,48%,46%,46.5%,+6%
0809,CHI,15,Hinrich-Gordon-Salmons-Thomas-Noah,.538,.495,+4,36%,40%,52%,+2%
0809,CHI,16,Hinrich-Gordon-Salmons-Thomas-Miller,.474,.480,-6,33%,29%,42%,+1%
0809,CHI,17,Rose-Gordon-Deng-Thomas-Gooden,.462,.477,+1,37%,38%,53.5%,0%
0809,CHI,18,Rose-Hinrich-Gordon-Thomas-Miller,.549,.444,-8,39%,41%,46.5%,-1%
0809,CHI,19,Hinrich-Gordon-Salmons-Tim.Thomas-Miller,.524,.433,+34,32%,33%,45%,+10%
0809,CHI,20,Rose-Hinrich-Salmons-Noah-Miller,.475,.593,+5,40%,35%,65.5%,-6%
