Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1516,MEM,1,Conley-Lee-Allen-Randolph-Gasol,.450,.460,+18,27%,25%,49.5%,+7%
1516,MEM,2,Conley-Lee-Barnes-Jeff.Green-Gasol,.450,.440,-22,25%,27%,45.0%,+1%
1516,MEM,3,Conley-Allen-Jeff.Green-Randolph-Gasol,.440,.480,+14,36%,25%,48.5%,0%
1516,MEM,4,Conley-Lee-Jeff.Green-Randolph-Gasol,.400,.490,+16,23%,23%,49.0%,+3%
1516,MEM,5,Chalmers-Lee-Allen-Randolph-Gasol,.450,.460,-8,27%,21%,50.5%,+1%
1516,MEM,6,Conley-Lee-Barnes-Randolph-Gasol,.450,.490,+5,29%,27%,53.0%,+2%
1516,MEM,7,Farmar-Allen-Barnes-Randolph-Andersen,.330,.490,-15,28%,24%,55.0%,-2%
1516,MEM,8,Conley-Allen-Barnes-Jeff.Green-Gasol,.470,.400,-6,35%,17%,53.0%,+2%
1516,MEM,9,Conley-Hairston-Barnes-Randolph-Andersen,.450,.560,+6,23%,25%,47.5%,+6%
1516,MEM,10,Conley-Barnes-Jeff.Green-Randolph-Gasol,.440,.330,+24,45%,19%,68.0%,+3%
1516,MEM,11,Conley-Lee-Allen-Jeff.Green-Gasol,.430,.410,+7,28%,21%,54.0%,+8%
1516,MEM,12,Weber-Allen-Barnes-Ja.Green-Hollins,.310,.570,-11,39%,27%,58.5%,-9%
1516,MEM,13,Conley-Hairston-Barnes-Randolph-Ja.Green,.560,.470,+2,26%,35%,46.0%,+6%
1516,MEM,14,Chalmers-Carter-Barnes-Jeff.Green-Hollins,.430,.430,-1,18%,22%,45.5%,+1%
1516,MEM,15,Chalmers-Lee-Barnes-Ja.Green-Gasol,.510,.450,+21,28%,22%,52.0%,+2%
1516,MEM,16,Chalmers-Lee-Barnes-Jeff.Green-Gasol,.510,.370,-1,27%,31%,37.5%,+1%
1516,MEM,17,Chalmers-Allen-Barnes-Jeff.Green-Gasol,.360,.510,-8,23%,25%,42.0%,+2%
1516,MEM,18,Udrih-Barnes-Jeff.Green-Ja.Green-Wright,.380,.430,-8,24%,31%,53.5%,0%
1516,MEM,19,Chalmers-Lee-Barnes-Randolph-Ja.Green,.560,.420,+3,28%,25%,51.5%,-1%
1516,MEM,20,Chalmers-Lee-Carter-Barnes-Gasol,.420,.500,-10,32%,18%,51.5%,+11%
