Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0910,MEM,1,Conley-Mayo-Gay-Randolph-Gasol,.492,.487,+224,41%,37%,53.0%,+1%
0910,MEM,2,Conley-Mayo-Gay-Randolph-Thabeet,.443,.487,-4,35%,34%,53.0%,0%
0910,MEM,3,Tinsley-Mayo-Gay-Randolph-Gasol,.507,.496,-18,42%,44%,57.5%,-3%
0910,MEM,4,Williams-Mayo-Gay-Randolph-Gasol,.429,.439,-13,45%,36%,58.5%,-5%
0910,MEM,5,Conley-Mayo-Gay-Arthur-Randolph,.500,.449,+3,36%,36%,59.0%,-3%
0910,MEM,6,Conley-Mayo-Young-Randolph-Gasol,.412,.521,+11,51%,32%,54.0%,-1%
0910,MEM,7,Conley-Young-Gay-Randolph-Gasol,.471,.449,+11,48%,36%,52.0%,+5%
0910,MEM,8,Conley-Mayo-Young-Gay-Randolph,.472,.561,+13,49%,40%,48.5%,-8%
0910,MEM,9,Tinsley-Young-Gay-Randolph-Thabeet,.513,.431,0,43%,25%,61.0%,-8%
0910,MEM,10,Williams-Young-Gay-Arthur-Randolph,.500,.493,-2,29%,38%,53.5%,-5%
0910,MEM,11,Tinsley-Mayo-Young-Randolph-Thabeet,.437,.403,+12,31%,34%,42.5%,+3%
0910,MEM,12,Conley-Mayo-Carroll-Randolph-Gasol,.542,.479,-12,51%,35%,50.0%,+1%
0910,MEM,13,Conley-Mayo-Carroll-Gay-Randolph,.400,.552,-9,46%,39%,60.5%,-5%
0910,MEM,14,Conley-Mayo-Carroll-Gay-Gasol,.545,.513,+26,33%,41%,43.0%,0%
0910,MEM,15,Tinsley-Young-Gay-Gasol-Thabeet,.377,.373,-1,39%,41%,50.0%,+6%
0910,MEM,16,Tinsley-Mayo-Young-Gasol-Thabeet,.520,.489,+6,46%,30%,57.5%,+3%
0910,MEM,17,Tinsley-Mayo-Young-Randolph-Gasol,.435,.620,+7,33%,42%,53.5%,-13%
0910,MEM,18,Conley-Young-Gay-Randolph-Thabeet,.477,.426,+15,34%,49%,50.0%,+6%
0910,MEM,19,Williams-Mayo-Young-Carroll-Gasol,.479,.289,-1,35%,24%,52.0%,+4%
0910,MEM,20,Conley-Mayo-Gay-Arthur-Gasol,.467,.522,+10,51%,52%,55.5%,0%
