Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1213,MIA,1,Chalmers-Wade-James-Haslem-Bosh,.517,.452,+25,28%,36%,45.5%,+5%
1213,MIA,2,Chalmers-Wade-Battier-James-Bosh,.523,.423,+45,30%,30%,49.5%,+1%
1213,MIA,3,Wade-Allen-Battier-James-Bosh,.453,.396,+28,31%,30%,54.0%,-2%
1213,MIA,4,Cole-Wade-Allen-Battier-Andersen,.511,.473,+21,33%,25%,45.0%,+1%
1213,MIA,5,Cole-Allen-Battier-James-Andersen,.511,.426,+2,28%,31%,44.0%,+7%
1213,MIA,6,Chalmers-Wade-Allen-James-Bosh,.571,.438,+38,39%,34%,49.5%,+7%
1213,MIA,7,Cole-Allen-Battier-James-Anthony,.414,.416,-10,22%,31%,46.0%,0%
1213,MIA,8,Chalmers-Wade-Battier-James-Haslem,.556,.426,+4,25%,37%,47.5%,+8%
1213,MIA,9,Chalmers-Allen-Battier-James-Bosh,.503,.474,+26,24%,36%,44.0%,+7%
1213,MIA,10,Cole-Allen-Miller-Battier-Bosh,.462,.450,-1,33%,32%,46.0%,-14%
1213,MIA,11,Cole-Wade-Allen-James-Bosh,.513,.482,-17,41%,35%,49.0%,+1%
1213,MIA,12,Chalmers-Wade-James-Lewis-Bosh,.547,.508,+7,25%,36%,46.0%,-4%
1213,MIA,13,Cole-Wade-Allen-Battier-Bosh,.440,.472,-5,34%,29%,45.0%,+11%
1213,MIA,14,Chalmers-Allen-Battier-James-Andersen,.391,.409,+7,31%,34%,35.0%,+8%
1213,MIA,15,Chalmers-Miller-James-Haslem-Bosh,.447,.544,+5,24%,39%,48.0%,0%
1213,MIA,16,Chalmers-Wade-Miller-James-Bosh,.518,.374,+8,36%,32%,43.5%,+2%
1213,MIA,17,Cole-Wade-Allen-Lewis-Haslem,.467,.437,-10,28%,25%,51.0%,+13%
1213,MIA,18,Cole-Allen-Battier-James-Bosh,.500,.418,+8,30%,35%,44.0%,-1%
1213,MIA,19,Chalmers-Miller-Battier-James-Bosh,.594,.444,+11,41%,26%,47.5%,-3%
1213,MIA,20,Chalmers-Allen-James-Haslem-Bosh,.559,.444,-2,31%,39%,51.5%,0%
