Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1213,IND,1,Hill-Stephenson-George-West-Hibbert,.476,.427,+29,36%,27%,51.5%,+1%
1213,IND,2,Hill-Stephenson-George-T.Hansbrough-Hibbert,.421,.358,+17,35%,30%,55.0%,-1%
1213,IND,3,Hill-Green-George-West-Hibbert,.422,.383,-22,35%,35%,51.5%,-8%
1213,IND,4,Hill-Stephenson-George-West-Mahinmi,.482,.451,+3,32%,32%,48.0%,+5%
1213,IND,5,Augustin-Stephenson-George-West-Hibbert,.387,.462,-9,34%,28%,50.5%,-4%
1213,IND,6,Hill-Young-George-West-Hibbert,.413,.407,-1,32%,34%,51.0%,-8%
1213,IND,7,Augustin-Johnson-George-T.Hansbrough-Mahinmi,.392,.430,+31,25%,30%,57.0%,-4%
1213,IND,8,Augustin-Stephenson-Green-T.Hansbrough-Mahinmi,.345,.440,+2,30%,28%,53.0%,-4%
1213,IND,9,Augustin-Green-George-T.Hansbrough-Mahinmi,.402,.415,+9,24%,25%,51.0%,+3%
1213,IND,10,Augustin-Young-Green-T.Hansbrough-Mahinmi,.388,.453,-5,25%,28%,56.5%,-3%
1213,IND,11,Hill-Johnson-George-T.Hansbrough-Hibbert,.363,.441,+26,27%,25%,49.5%,-3%
1213,IND,12,Augustin-Stephenson-George-West-Mahinmi,.474,.354,+19,37%,35%,46.0%,+7%
1213,IND,13,Hill-Green-George-T.Hansbrough-Hibbert,.359,.471,+7,35%,32%,60.5%,-7%
1213,IND,14,Hill-Young-Green-T.Hansbrough-Mahinmi,.397,.373,+7,21%,36%,47.0%,-9%
1213,IND,15,Hill-Stephenson-Young-West-Hibbert,.528,.352,-1,28%,22%,54.5%,-2%
1213,IND,16,Augustin-Green-George-T.Hansbrough-Hibbert,.500,.421,+6,39%,25%,63.0%,-10%
1213,IND,17,Augustin-Johnson-George-T.Hansbrough-Hibbert,.435,.381,-11,41%,25%,39.0%,-12%
1213,IND,18,Augustin-Green-George-West-Mahinmi,.388,.439,+9,29%,14%,49.0%,-3%
1213,IND,19,Hill-Stephenson-George-West-T.Hansbrough,.510,.510,+3,41%,33%,55.5%,-1%
1213,IND,20,Hill-Stephenson-Green-T.Hansbrough-Hibbert,.404,.375,-1,30%,17%,52.5%,+8%
