Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1415,DAL,1,Rondo-Ellis-Parsons-Nowitzki-Chandler,.481,.478,-50,26%,30%,47.0%,0%
1415,DAL,2,Nelson-Ellis-Parsons-Nowitzki-Chandler,.489,.477,+30,20%,27%,49.0%,+5%
1415,DAL,3,Harris-Ellis-Parsons-Nowitzki-Chandler,.496,.461,-5,23%,27%,49.0%,+5%
1415,DAL,4,Rondo-Ellis-Jefferson-Nowitzki-Chandler,.480,.419,+23,23%,24%,45.5%,+5%
1415,DAL,5,Harris-Ellis-Parsons-Aminu-Chandler,.466,.401,+11,27%,34%,47.0%,+11%
1415,DAL,6,Barea-Harris-Aminu-Nowitzki-Wright,.548,.438,-9,36%,32%,52.0%,+11%
1415,DAL,7,Barea-Harris-Aminu-Nowitzki-Stoudemire,.508,.542,+7,32%,27%,50.0%,-1%
1415,DAL,8,Barea-Ellis-Parsons-Nowitzki-Chandler,.492,.442,+13,28%,23%,50.0%,+4%
1415,DAL,9,Rondo-Ellis-Parsons-Aminu-Chandler,.404,.336,+8,28%,36%,45.5%,+4%
1415,DAL,10,Rondo-Ellis-Parsons-Villanueva-Chandler,.509,.527,-2,26%,30%,53.5%,-8%
1415,DAL,11,Nelson-Ellis-Parsons-Aminu-Chandler,.458,.393,-18,32%,20%,56.5%,+3%
1415,DAL,12,Barea-Ellis-Parsons-Aminu-Chandler,.453,.353,+1,36%,22%,57.0%,+9%
1415,DAL,13,Barea-Harris-Aminu-Villanueva-Nowitzki,.475,.446,-8,21%,27%,53.5%,+2%
1415,DAL,14,Rondo-Ellis-Jefferson-Villanueva-Chandler,.395,.480,-3,22%,28%,53.5%,-9%
1415,DAL,15,Nelson-Ellis-Parsons-Wright-Chandler,.561,.406,+12,14%,20%,44.5%,-3%
1415,DAL,16,Harris-Ellis-Jefferson-Parsons-Chandler,.478,.421,0,20%,36%,39.0%,+3%
1415,DAL,17,Rondo-Ellis-Jefferson-Parsons-Chandler,.400,.457,+10,27%,43%,41.5%,+10%
1415,DAL,18,Barea-Rondo-Jefferson-Nowitzki-Smith,.448,.322,+10,31%,22%,48.5%,+11%
1415,DAL,19,Harris-Ellis-Parsons-Villanueva-Chandler,.508,.460,+4,13%,35%,50.5%,0%
1415,DAL,20,Harris-Ellis-Jefferson-Aminu-Chandler,.490,.419,-5,18%,23%,49.0%,-3%
