Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0708,MIA,1,Williams-Wade-Davis-Haslem-O'Neal,.523,.507,-13,36%,34%,98%,-3%
0708,MIA,2,Williams-Wade-Wright-Haslem-O'Neal,.538,.511,+11,40%,30%,84%,0%
0708,MIA,3,Williams-Wade-Wright-Marion-Blount,.542,.525,-16,42%,36%,88%,0%
0708,MIA,4,Quinn-Cook-Davis-Blount-Barron,.470,.512,-34,19%,41%,86%,+2%
0708,MIA,5,Williams-Davis-Hardaway-Haslem-O'Neal,.455,.492,-12,45%,30%,93%,+3%
0708,MIA,6,Williams-Cook-Davis-Marion-Blount,.487,.427,-21,24%,28%,100%,-4%
0708,MIA,7,Williams-Wade-Wright-Haslem-Blount,.474,.472,+7,29%,32%,100%,+3%
0708,MIA,8,Williams-Wade-Davis-Haslem-Blount,.434,.509,-4,27%,32%,94%,-5%
0708,MIA,9,Quinn-Wade-Davis-Haslem-O'Neal,.541,.455,+7,33%,28%,99%,-3%
0708,MIA,10,Williams-Davis-Wright-Haslem-O'Neal,.491,.568,+5,34%,38%,102%,+3%
0708,MIA,11,Quinn-Wade-Davis-Haslem-Blount,.628,.578,-2,26%,40%,78%,-6%
0708,MIA,12,Quinn-Davis-Powell-Blount-Barron,.535,.520,+6,17%,32%,93%,+2%
0708,MIA,13,Williams-Wade-Davis-Haslem-Mourning,.462,.611,-9,39%,49%,93%,-4%
0708,MIA,14,Wade-Cook-Davis-Wright-Haslem,.399,.531,-13,27%,36%,100%,-9%
0708,MIA,15,Williams-Davis-Hardaway-Haslem-Mourning,.515,.507,+11,30%,42%,90%,-3%
0708,MIA,16,Williams-Wade-Marion-Haslem-Blount,.479,.426,-18,32%,38%,91%,+1%
0708,MIA,17,Quinn-Cook-Davis-Lasme-Blount,.537,.424,-12,18%,32%,89%,+2%
0708,MIA,18,Quinn-Cook-Davis-Anthony-Barron,.392,.466,-13,22%,39%,85%,+3%
0708,MIA,19,Banks-Wade-Davis-Marion-Blount,.619,.519,-17,36%,25%,91%,+4%
0708,MIA,20,Wade-Davis-Wright-Haslem-O'Neal,.472,.600,-5,41%,24%,144%,-10%
