Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1011,OKC,1,Westbrook-Sefolosha-Durant-Green-Krstic,.468,.490,+75,30%,38%,47.5%,+2%
1011,OKC,2,Westbrook-Sefolosha-Durant-Ibaka-Perkins,.480,.451,+2,34%,34%,54.0%,-3%
1011,OKC,3,Westbrook-Sefolosha-Durant-Green-Ibaka,.490,.489,+40,30%,37%,51.0%,-1%
1011,OKC,4,Westbrook-Harden-Durant-Ibaka-Collison,.481,.429,+11,27%,28%,49.5%,-1%
1011,OKC,5,Westbrook-Harden-Durant-Green-Ibaka,.427,.446,-1,29%,30%,47.5%,-3%
1011,OKC,6,Maynor-Harden-Green-Ibaka-Collison,.471,.486,+33,32%,27%,51.5%,+2%
1011,OKC,7,Westbrook-Sefolosha-Durant-Ibaka-Krstic,.537,.493,-10,27%,31%,48.0%,+3%
1011,OKC,8,Maynor-Cook-Harden-Collison-Mohammed,.505,.444,-16,28%,26%,51.5%,-1%
1011,OKC,9,Maynor-Harden-Durant-Ibaka-Collison,.429,.404,+1,20%,24%,53.5%,+3%
1011,OKC,10,Westbrook-Sefolosha-Durant-Ibaka-Mohammed,.518,.462,-6,31%,31%,48.0%,+1%
1011,OKC,11,Westbrook-Sefolosha-Durant-Ibaka-Collison,.434,.469,+7,36%,31%,56.0%,-5%
1011,OKC,12,Westbrook-Harden-Durant-Ibaka-Perkins,.424,.377,+20,30%,36%,48.5%,-2%
1011,OKC,13,Westbrook-Harden-Durant-Green-Krstic,.500,.548,+29,38%,34%,50.5%,-1%
1011,OKC,14,Westbrook-Harden-Durant-Green-Collison,.459,.457,+7,33%,31%,46.5%,+4%
1011,OKC,15,Westbrook-Harden-Sefolosha-Durant-Ibaka,.447,.486,+41,29%,41%,46.0%,+3%
1011,OKC,16,Westbrook-Sefolosha-Durant-Green-Collison,.429,.478,+23,32%,32%,50.5%,+4%
1011,OKC,17,Westbrook-Durant-Green-Ibaka-Collison,.471,.439,-3,38%,18%,59.5%,-9%
1011,OKC,18,Westbrook-Harden-Sefolosha-Durant-Green,.452,.506,+21,36%,32%,53.5%,+2%
1011,OKC,19,Maynor-Harden-Durant-Collison-Mohammed,.513,.400,-6,22%,30%,48.5%,+3%
1011,OKC,20,Maynor-Cook-Harden-Ibaka-Collison,.525,.422,+8,25%,20%,49.5%,+8%
