Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0809,NOH,1,Paul-Butler-Stojakovic-West-Chandler,.543,.482,+7,29%,33%,47.5%,0%
0809,NOH,2,Paul-Posey-Butler-West-Chandler,.486,.512,+10,28%,26%,54%,-4%
0809,NOH,3,Paul-Posey-Stojakovic-West-Chandler,.492,.487,+25,27%,30%,50.5%,+1%
0809,NOH,4,Paul-Butler-Stojakovic-West-Armstrong,.528,.531,-28,26%,36%,50%,+1%
0809,NOH,5,Paul-Butler-Wright-West-Armstrong,.498,.560,+1,30%,29%,50.5%,+4%
0809,NOH,6,Paul-Posey-Butler-Stojakovic-West,.556,.482,-5,36%,25%,49.5%,-1%
0809,NOH,7,Paul-Peterson-Stojakovic-West-Chandler,.535,.557,+18,27%,27%,53.5%,+4%
0809,NOH,8,Paul-Butler-Wright-West-Chandler,.539,.444,+17,35%,30%,56%,-6%
0809,NOH,9,Paul-Posey-Butler-West-Marks,.460,.524,-2,33%,34%,50.5%,+3%
0809,NOH,10,Paul-Butler-Stojakovic-West-Marks,.579,.493,-6,18%,38%,53%,+1%
0809,NOH,11,Paul-Butler-Stojakovic-West-Ely,.500,.475,-17,34%,33%,41.5%,-4%
0809,NOH,12,Paul-Brown-Butler-West-Chandler,.488,.437,+2,29%,27%,53%,+6%
0809,NOH,13,Brown-Posey-Butler-Wright-Armstrong,.459,.446,-10,33%,35%,44.5%,+5%
0809,NOH,14,Paul-Posey-Stojakovic-West-Marks,.428,.403,+6,23%,31%,52%,+11%
0809,NOH,15,Paul-Posey-Butler-West-Armstrong,.439,.571,+14,32%,39%,51%,+12%
0809,NOH,16,Paul-Butler-Wright-West-Marks,.494,.395,-7,38%,46%,54%,-11%
0809,NOH,17,Paul-Posey-Stojakovic-West-Armstrong,.603,.384,-22,32%,29%,46%,+5%
0809,NOH,18,Paul-Posey-Butler-Stojakovic-Marks,.542,.485,-13,34%,44%,47%,-1%
0809,NOH,19,Paul-Peterson-Posey-Butler-West,.508,.572,+6,32%,42%,44%,-2%
0809,NOH,20,Daniels-Posey-Butler-Stojakovic-West,.479,.585,-16,34%,45%,47%,+15%
