Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0910,ATL,1,Bibby-Johnson-Williams-Josh.Smith-Horford,.473,.464,+110,34%,35%,49.0%,+4%
0910,ATL,2,Bibby-Crawford-Johnson-Josh.Smith-Horford,.490,.446,+45,34%,37%,49.5%,+2%
0910,ATL,3,Crawford-Johnson-Williams-Josh.Smith-Horford,.484,.450,+27,34%,37%,48.0%,+3%
0910,ATL,4,Teague-Crawford-Evans-Joe.Smith-Pachulia,.424,.486,0,27%,37%,52.0%,+1%
0910,ATL,5,Crawford-Johnson-Evans-Josh.Smith-Horford,.508,.448,-10,42%,35%,45.0%,+3%
0910,ATL,6,Crawford-Johnson-Evans-Josh.Smith-Pachulia,.433,.480,-4,29%,37%,52.0%,-5%
0910,ATL,7,Teague-Crawford-Evans-Josh.Smith-Pachulia,.459,.504,-7,42%,38%,49.5%,+6%
0910,ATL,8,Bibby-Crawford-Johnson-Williams-Horford,.468,.519,+6,29%,53%,43.5%,0%
0910,ATL,9,Bibby-Crawford-Williams-Josh.Smith-Horford,.383,.367,+8,32%,34%,55.0%,-8%
0910,ATL,10,Crawford-Johnson-Williams-Josh.Smith-Pachulia,.422,.500,-19,30%,30%,50.0%,+6%
0910,ATL,11,Crawford-Evans-Williams-Josh.Smith-Pachulia,.506,.456,+2,27%,37%,38.0%,0%
0910,ATL,12,Teague-Crawford-Evans-Williams-Pachulia,.429,.487,-15,33%,45%,49.0%,-3%
0910,ATL,13,Crawford-Evans-Williams-Josh.Smith-Horford,.627,.397,+7,37%,45%,56.5%,-1%
0910,ATL,14,Crawford-Evans-Williams-Joe.Smith-Pachulia,.411,.458,-15,30%,42%,50.0%,+7%
0910,ATL,15,Crawford-Johnson-Evans-Joe.Smith-Pachulia,.464,.549,-5,20%,37%,43.5%,-3%
0910,ATL,16,Bibby-Evans-Williams-Josh.Smith-Horford,.479,.478,-3,48%,42%,52.5%,-1%
0910,ATL,17,Bibby-Crawford-Johnson-Josh.Smith-Pachulia,.463,.431,-1,34%,29%,51.5%,-2%
0910,ATL,18,Bibby-Johnson-Evans-Josh.Smith-Horford,.515,.500,-2,34%,35%,48.5%,+1%
0910,ATL,19,Crawford-Johnson-Evans-Horford-Pachulia,.492,.283,-3,27%,26%,48.0%,+12%
0910,ATL,20,Teague-Crawford-Evans-Morris-Collins,.468,.372,-12,32%,37%,47.5%,-3%
