Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1112,MEM,1,Conley-Allen-Gay-Speights-Gasol,.468,.469,+13,34%,29%,50.5%,+2%
1112,MEM,2,Conley-Mayo-Gay-Cunningham-Gasol,.455,.432,-9,28%,29%,45.5%,+7%
1112,MEM,3,Conley-Allen-Gay-Randolph-Gasol,.490,.450,+19,35%,28%,56.5%,+5%
1112,MEM,4,Conley-Mayo-Allen-Gay-Gasol,.455,.434,+26,37%,36%,51.0%,+5%
1112,MEM,5,Conley-Allen-Gay-Cunningham-Gasol,.461,.411,+7,30%,30%,48.0%,+8%
1112,MEM,6,Conley-Pondexter-Gay-Speights-Gasol,.446,.469,+7,32%,35%,50.5%,+7%
1112,MEM,7,Conley-Mayo-Gay-Speights-Gasol,.414,.497,-1,34%,28%,48.0%,+1%
1112,MEM,8,Conley-Mayo-Gay-Randolph-Gasol,.483,.462,+5,38%,30%,54.0%,+3%
1112,MEM,9,Conley-Mayo-Pondexter-Cunningham-Gasol,.423,.430,0,28%,38%,45.0%,+7%
1112,MEM,10,Arenas-Mayo-Pondexter-Randolph-Speights,.436,.486,-3,33%,40%,48.5%,+8%
1112,MEM,11,Conley-Mayo-Pondexter-Speights-Gasol,.442,.441,-14,30%,26%,55.0%,+6%
1112,MEM,12,Conley-Mayo-Pondexter-Gay-Gasol,.430,.500,+8,28%,26%,58.5%,+7%
1112,MEM,13,Pargo-Allen-Gay-Randolph-Gasol,.387,.373,+1,35%,19%,62.0%,-5%
1112,MEM,14,Conley-Allen-Gay-Cunningham-Speights,.500,.448,-7,33%,22%,51.0%,+4%
1112,MEM,15,Pargo-Allen-Gay-Speights-Gasol,.420,.368,+4,30%,33%,48.0%,-4%
1112,MEM,16,Conley-Allen-Young-Gay-Gasol,.500,.411,+6,44%,38%,47.0%,+8%
1112,MEM,17,Conley-Pondexter-Gay-Cunningham-Gasol,.531,.478,-6,24%,33%,46.0%,+7%
1112,MEM,18,Selby-Mayo-Pondexter-Cunningham-Gasol,.444,.440,-6,27%,42%,53.5%,-12%
1112,MEM,19,Mayo-Allen-Gay-Randolph-Gasol,.426,.455,-1,30%,30%,55.0%,+9%
1112,MEM,20,Conley-Mayo-Gay-Cunningham-Speights,.575,.564,-6,20%,31%,60.0%,-8%
