Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0708,MIN,1,Foye-Jaric-Snyder-Gomes-Jefferson,.529,.511,-14,34%,37%,96%,0%
0708,MIN,2,Telfair-Jaric-McCants-Gomes-Jefferson,.503,.541,-36,38%,37%,97%,0%
0708,MIN,3,Foye-Jaric-Brewer-Gomes-Jefferson,.497,.603,-13,31%,38%,94%,-4%
0708,MIN,4,Telfair-Jaric-Brewer-Smith-Jefferson,.451,.505,-14,41%,37%,98%,-6%
0708,MIN,5,Telfair-Jaric-Brewer-Gomes-Jefferson,.426,.439,-26,35%,38%,87%,0%
0708,MIN,6,Telfair-Foye-Brewer-Gomes-Jefferson,.485,.554,-26,26%,36%,97%,0%
0708,MIN,7,Foye-McCants-Snyder-Gomes-Jefferson,.532,.471,-13,31%,37%,85%,+5%
0708,MIN,8,Telfair-Brewer-Gomes-Smith-Jefferson,.508,.571,+5,35%,33%,102%,-1%
0708,MIN,9,Jaric-McCants-Gomes-Walker-Jefferson,.504,.549,-13,39%,32%,103%,-1%
0708,MIN,10,Jaric-McCants-Brewer-Smith-Jefferson,.505,.534,-4,46%,29%,94%,-9%
0708,MIN,11,Telfair-McCants-Brewer-Smith-Jefferson,.526,.522,+14,43%,35%,116%,0%
0708,MIN,12,Foye-McCants-Brewer-Gomes-Jefferson,.448,.517,+6,38%,32%,92%,+8%
0708,MIN,13,Jaric-McCants-Brewer-Smith-Richard,.494,.555,-6,43%,25%,92%,-5%
0708,MIN,14,Telfair-McCants-Gomes-Smith-Jefferson,.594,.600,-20,36%,38%,85%,-9%
0708,MIN,15,Jaric-McCants-Gomes-Madsen-Jefferson,.494,.481,-6,34%,31%,112%,-8%
0708,MIN,16,Telfair-Foye-Snyder-Gomes-Jefferson,.480,.573,-15,23%,35%,95%,-3%
0708,MIN,17,Foye-McCants-Brewer-Smith-Richard,.586,.486,-4,27%,12%,95%,-4%
0708,MIN,18,Jaric-McCants-Snyder-Gomes-Jefferson,.570,.563,-1,41%,42%,95%,-1%
0708,MIN,19,Telfair-Brewer-Gomes-Richard-Jefferson,.415,.563,-6,23%,28%,84%,-8%
0708,MIN,20,Jaric-McCants-Brewer-Walker-Jefferson,.483,.585,+2,50%,29%,102%,-10%
