Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1011,PHI,1,Holiday-Meeks-Iguodala-Brand-Hawes,.473,.459,-10,25%,32%,50.5%,0%
1011,PHI,2,Holiday-Meeks-Iguodala-Young-Brand,.502,.435,+14,30%,31%,53.0%,+6%
1011,PHI,3,Holiday-Williams-Iguodala-Young-Brand,.515,.451,+5,29%,30%,49.0%,+3%
1011,PHI,4,Holiday-Turner-Iguodala-Brand-Hawes,.431,.476,-17,30%,27%,55.5%,-3%
1011,PHI,5,Williams-Turner-Iguodala-Young-Brand,.503,.419,+13,26%,25%,51.0%,+6%
1011,PHI,6,Holiday-Williams-Turner-Young-Brand,.472,.487,+18,26%,30%,55.0%,+2%
1011,PHI,7,Holiday-Turner-Iguodala-Young-Brand,.459,.423,+16,34%,33%,50.5%,+4%
1011,PHI,8,Holiday-Meeks-Nocioni-Brand-Hawes,.463,.534,-13,28%,32%,45.5%,-7%
1011,PHI,9,Holiday-Williams-Turner-Young-Speights,.457,.438,-4,25%,34%,50.0%,+2%
1011,PHI,10,Holiday-Williams-Iguodala-Brand-Hawes,.475,.417,-13,32%,32%,51.5%,+3%
1011,PHI,11,Williams-Meeks-Turner-Young-Speights,.450,.488,+3,31%,37%,50.0%,-5%
1011,PHI,12,Holiday-Turner-Nocioni-Brand-Hawes,.495,.472,-9,32%,34%,49.5%,-4%
1011,PHI,13,Williams-Turner-Iguodala-Young-Speights,.519,.381,-8,32%,23%,50.5%,+5%
1011,PHI,14,Holiday-Iguodala-Nocioni-Brand-Hawes,.423,.421,-5,32%,40%,43.5%,-1%
1011,PHI,15,Williams-Turner-Young-Nocioni-Speights,.468,.371,-8,29%,28%,44.5%,-6%
1011,PHI,16,Holiday-Meeks-Turner-Young-Brand,.468,.440,+4,32%,32%,47.5%,+2%
1011,PHI,17,Holiday-Meeks-Iguodala-Brand-Speights,.437,.513,+5,25%,29%,50.5%,+8%
1011,PHI,18,Williams-Meeks-Turner-Young-Brand,.392,.432,+7,24%,36%,47.5%,+3%
1011,PHI,19,Holiday-Turner-Young-Nocioni-Brand,.500,.500,+4,20%,27%,53.0%,+3%
1011,PHI,20,Holiday-Meeks-Turner-Brand-Hawes,.477,.522,-1,23%,33%,37.5%,+3%
