Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0809,NJN,1,Harris-Carter-Simmons-Yi-Lopez,.511,.509,+30,40%,36%,53.5%,-1%
0809,NJN,2,Harris-Carter-Hassell-Yi-Lopez,.489,.545,+3,30%,39%,45.5%,+5%
0809,NJN,3,Harris-Carter-Simmons-Anderson-Lopez,.532,.481,-29,36%,34%,50%,-1%
0809,NJN,4,Harris-Carter-Hassell-Anderson-Lopez,.495,.532,+16,38%,34%,52%,-3%
0809,NJN,5,Harris-Dooling-Carter-Anderson-Lopez,.535,.528,+7,46%,42%,46.5%,+2%
0809,NJN,6,Dooling-Carter-Simmons-Yi-Lopez,.542,.519,+4,26%,34%,52.5%,-6%
0809,NJN,7,Dooling-Carter-Hassell-Yi-Lopez,.445,.545,-11,32%,47%,44.5%,-3%
0809,NJN,8,Harris-Dooling-Carter-Hayes-Lopez,.572,.589,-5,32%,39%,48%,+6%
0809,NJN,9,Harris-Carter-Hayes-Yi-Lopez,.496,.436,+11,29%,40%,46%,+5%
0809,NJN,10,Dooling-Carter-Simmons-Yi-Boone,.535,.561,-7,29%,30%,50%,+2%
0809,NJN,11,Harris-Carter-Simmons-Yi-Boone,.500,.593,-12,37%,33%,47.5%,+1%
0809,NJN,12,Harris-Carter-Hayes-Anderson-Lopez,.490,.481,+4,39%,31%,51%,-1%
0809,NJN,13,Dooling-Carter-Simmons-Hayes-Lopez,.575,.489,-24,30%,40%,47%,+2%
0809,NJN,14,Dooling-Carter-Hayes-Anderson-Lopez,.473,.485,-5,33%,41%,50.5%,-4%
0809,NJN,15,Harris-Dooling-Carter-Simmons-Lopez,.520,.537,-11,38%,29%,52.5%,+3%
0809,NJN,16,Harris-Carter-Simmons-Hayes-Lopez,.483,.500,+4,33%,35%,46%,+12%
0809,NJN,17,Harris-Dooling-Hayes-Williams-Anderson,.556,.508,-12,35%,28%,48%,+10%
0809,NJN,18,Dooling-Carter-Hayes-Anderson-Boone,.548,.534,-3,24%,29%,53%,+1%
0809,NJN,19,Dooling-Carter-Hayes-Najera-Boone,.406,.465,-8,23%,32%,59%,-5%
0809,NJN,20,Harris-Dooling-Hayes-Najera-Boone,.518,.518,-8,39%,32%,49.5%,-4%
