Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1415,PHO,1,G.Dragic-Bledsoe-Tucker-Markieff.Morris-Len,.488,.428,-18,32%,33%,47.5%,+2%
1415,PHO,2,G.Dragic-Bledsoe-Marcus.Morris-Markieff.Morris-Plumlee,.519,.465,-26,31%,37%,46.5%,+1%
1415,PHO,3,G.Dragic-Bledsoe-Tucker-Markieff.Morris-Plumlee,.424,.446,+21,36%,33%,53.0%,0%
1415,PHO,4,Bledsoe-Tucker-Marcus.Morris-Markieff.Morris-Len,.500,.484,-11,25%,33%,46.5%,-4%
1415,PHO,5,Bledsoe-Tucker-Marcus.Morris-Markieff.Morris-Wright,.442,.445,+18,26%,28%,51.5%,+2%
1415,PHO,6,Knight-Bledsoe-Tucker-Markieff.Morris-Len,.481,.437,-1,30%,34%,50.0%,-7%
1415,PHO,7,Thomas-G.Dragic-Bledsoe-Tucker-Markieff.Morris,.481,.457,+20,38%,27%,43.0%,+4%
1415,PHO,8,G.Dragic-Bledsoe-Marcus.Morris-Markieff.Morris-Len,.479,.467,-15,35%,34%,56.0%,0%
1415,PHO,9,Bledsoe-Tucker-Green-Markieff.Morris-Len,.386,.473,-1,28%,37%,48.5%,+1%
1415,PHO,10,G.Dragic-Bledsoe-Tucker-Marcus.Morris-Markieff.Morris,.500,.393,-6,28%,26%,55.0%,-3%
1415,PHO,11,Thomas-Tucker-Green-Marcus.Morris-Plumlee,.393,.427,-3,19%,26%,49.5%,+3%
1415,PHO,12,Thomas-G.Dragic-Green-Marcus.Morris-Plumlee,.495,.460,-16,35%,29%,48.5%,+7%
1415,PHO,13,Thomas-Bledsoe-Green-Marcus.Morris-Plumlee,.434,.482,+11,26%,38%,43.0%,-1%
1415,PHO,14,Bledsoe-Goodwin-Tucker-Warren-Markieff.Morris,.512,.436,+4,34%,23%,49.0%,+4%
1415,PHO,15,G.Dragic-Bledsoe-Tucker-Green-Markieff.Morris,.494,.371,-9,39%,24%,44.5%,+11%
1415,PHO,16,Thomas-Tucker-Green-Tolliver-Len,.368,.333,-3,19%,23%,41.5%,+3%
1415,PHO,17,G.Dragic-Bledsoe-Green-Markieff.Morris-Len,.536,.417,+2,36%,28%,49.0%,-5%
1415,PHO,18,Thomas-G.Dragic-Bledsoe-Markieff.Morris-Len,.547,.362,+9,44%,34%,49.5%,+17%
1415,PHO,19,Bledsoe-Tucker-Green-Marcus.Morris-Markieff.Morris,.459,.404,-13,30%,33%,51.5%,0%
1415,PHO,20,Bledsoe-Tucker-Warren-Markieff.Morris-Wright,.418,.500,+1,29%,38%,45.5%,-3%
