Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
2122,DAL,1,Doncic-Brunson-Bullock-Finney-Smith-Powell,.530,.470,+41,26%,30%,47.5%,-1%
2122,DAL,2,Doncic-Brunson-Finney-Smith-Kleber-Powell,.470,.500,+25,29%,33%,48.0%,-3%
2122,DAL,3,Doncic-HardawayJr.-Finney-Smith-Powell-Porzingis,.400,.550,+31,19%,34%,54.0%,+5%
2122,DAL,4,Doncic-Brunson-Bullock-Finney-Smith-Kleber,.430,.410,-8,27%,29%,51.0%,-2%
2122,DAL,5,Doncic-Brunson-HardawayJr.-Finney-Smith-Powell,.510,.490,+7,26%,33%,51.0%,+1%
2122,DAL,6,Doncic-Brunson-Finney-Smith-Kleber-Porzingis,.450,.440,+11,23%,28%,50.0%,-1%
2122,DAL,7,Doncic-HardawayJr.-Bullock-Finney-Smith-Powell,.330,.490,-12,21%,30%,44.5%,-1%
2122,DAL,8,Doncic-Brunson-HardawayJr.-Finney-Smith-Porzingis,.410,.420,-6,27%,32%,46.0%,-4%
2122,DAL,9,Brunson-HardawayJr.-Finney-Smith-Powell-Porzingis,.450,.480,+5,25%,27%,51.5%,-1%
2122,DAL,10,Doncic-Brunson-Dinwiddie-Finney-Smith-Powell,.440,.500,+5,17%,29%,47.0%,-4%
2122,DAL,11,Doncic-Bullock-Finney-Smith-Powell-Porzingis,.510,.390,+8,29%,25%,54.0%,-5%
2122,DAL,12,Doncic-Dinwiddie-Bullock-Finney-Smith-Kleber,.440,.460,+10,21%,31%,53.5%,-4%
2122,DAL,13,Brunson-Dinwiddie-Bullock-Finney-Smith-Powell,.490,.510,+5,33%,33%,42.5%,+2%
2122,DAL,14,Brunson-Bullock-Finney-Smith-Powell-Porzingis,.470,.490,+5,29%,27%,55.0%,0%
2122,DAL,15,Brunson-Bullock-Finney-Smith-Kleber-Powell,.470,.420,-7,23%,30%,50.0%,+5%
2122,DAL,16,Doncic-Brunson-Dinwiddie-Finney-Smith-Kleber,.520,.390,+2,25%,29%,39.0%,+3%
2122,DAL,17,Doncic-Bullock-Finney-Smith-Kleber-Powell,.430,.450,-5,15%,33%,53.0%,-9%
2122,DAL,18,Doncic-Dinwiddie-Bullock-Finney-Smith-Powell,.450,.490,+5,34%,32%,53.0%,0%
2122,DAL,19,Doncic-Brunson-HardawayJr.-Finney-Smith-Kleber,.480,.560,-1,20%,38%,31.5%,+3%
2122,DAL,20,Doncic-Dinwiddie-Green-Bullock-Powell,.460,.500,+8,37%,29%,53.5%,+4%
