Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1011,SAC,1,Udrih-Thornton-Garcia-Cousins-Dalembert,.450,.473,-30,38%,36%,53.0%,-3%
1011,SAC,2,Udrih-Evans-Casspi-Landry-Dalembert,.443,.479,-26,32%,28%,53.5%,0%
1011,SAC,3,Udrih-Evans-Casspi-Thompson-Cousins,.513,.462,+7,37%,31%,50.0%,0%
1011,SAC,4,Udrih-Evans-Greene-Thompson-Cousins,.464,.467,-8,29%,23%,55.5%,+1%
1011,SAC,5,Udrih-Evans-Garcia-Thompson-Cousins,.403,.404,+2,33%,28%,51.0%,+5%
1011,SAC,6,Udrih-Evans-Casspi-Landry-Cousins,.459,.558,+5,29%,40%,46.0%,0%
1011,SAC,7,Thornton-Evans-Garcia-Cousins-Dalembert,.504,.514,-8,33%,41%,45.0%,-1%
1011,SAC,8,Udrih-Evans-Casspi-Cousins-Dalembert,.462,.456,+29,33%,31%,53.5%,+5%
1011,SAC,9,Head-Evans-Greene-Landry-Dalembert,.430,.356,-8,34%,29%,53.0%,-7%
1011,SAC,10,Udrih-Evans-Casspi-Thompson-Dalembert,.476,.445,-11,21%,35%,55.0%,-6%
1011,SAC,11,Udrih-Evans-Garcia-Landry-Dalembert,.465,.443,+4,28%,25%,54.5%,0%
1011,SAC,12,Udrih-Thornton-Garcia-Thompson-Dalembert,.462,.455,-16,22%,27%,53.5%,+5%
1011,SAC,13,Udrih-Taylor-Casspi-Thompson-Dalembert,.521,.455,-7,39%,33%,52.5%,-6%
1011,SAC,14,Udrih-Evans-Greene-Landry-Cousins,.506,.436,+8,40%,14%,58.0%,+3%
1011,SAC,15,Udrih-Garcia-Casspi-Landry-Cousins,.415,.463,-7,37%,23%,48.0%,+11%
1011,SAC,16,Udrih-Evans-Greene-Landry-Dalembert,.452,.500,-6,26%,38%,56.0%,-10%
1011,SAC,17,Udrih-Evans-Garcia-Landry-Cousins,.385,.479,-25,33%,37%,49.0%,-8%
1011,SAC,18,Udrih-Thornton-Garcia-Thompson-Cousins,.500,.565,-10,31%,46%,53.5%,+6%
1011,SAC,19,Udrih-Taylor-Casspi-Thompson-Cousins,.451,.544,+11,30%,39%,51.5%,-8%
1011,SAC,20,Head-Thornton-Garcia-Cousins-Dalembert,.479,.524,-6,18%,27%,58.0%,-2%
