Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0708,SAS,1,Parker-Finley-Bowen-Oberto-Duncan,.519,.499,-15,26%,29%,102%,+1%
0708,SAS,2,Parker-Ginobili-Finley-Bowen-Duncan,.554,.437,+3,29%,36%,92%,-3%
0708,SAS,3,Parker-Ginobili-Bowen-Oberto-Duncan,.539,.480,+21,35%,29%,98%,-5%
0708,SAS,4,Parker-Ginobili-Bowen-Thomas-Duncan,.545,.486,+13,30%,28%,112%,-4%
0708,SAS,5,Parker-Finley-Bowen-Horry-Duncan,.475,.496,+17,31%,30%,111%,-3%
0708,SAS,6,Vaughn-Ginobili-Bowen-Oberto-Duncan,.394,.484,-9,29%,25%,100%,-1%
0708,SAS,7,Parker-Finley-Bowen-Udoka-Duncan,.444,.500,+18,32%,29%,103%,-2%
0708,SAS,8,Parker-Finley-Bowen-Bonner-Duncan,.410,.478,+14,35%,30%,92%,+3%
0708,SAS,9,Parker-Ginobili-Finley-Udoka-Duncan,.569,.515,+11,32%,34%,101%,0%
0708,SAS,10,Parker-Ginobili-Bowen-Bonner-Duncan,.540,.398,+14,39%,30%,110%,+8%
0708,SAS,11,Parker-Ginobili-Bowen-Horry-Duncan,.417,.423,-6,34%,32%,95%,+4%
0708,SAS,12,Parker-Ginobili-Bowen-Duncan-Elson,.488,.414,-8,36%,40%,96%,-2%
0708,SAS,13,Parker-Finley-Bowen-Thomas-Duncan,.360,.440,-6,25%,39%,95%,+10%
0708,SAS,14,Parker-Ginobili-Bowen-Udoka-Duncan,.578,.475,+11,25%,25%,102%,-9%
0708,SAS,15,Parker-Ginobili-Barry-Finley-Duncan,.565,.458,+10,40%,27%,113%,+6%
0708,SAS,16,Vaughn-Ginobili-Finley-Udoka-Duncan,.450,.358,+11,26%,11%,112%,0%
0708,SAS,17,Stoudamire-Ginobili-Bowen-Oberto-Duncan,.483,.484,+5,26%,32%,106%,-3%
0708,SAS,18,Vaughn-Ginobili-Finley-Bowen-Duncan,.720,.536,0,29%,36%,95%,+1%
0708,SAS,19,Parker-Ginobili-Barry-Bowen-Duncan,.628,.622,+4,40%,42%,69%,+10%
0708,SAS,20,Parker-Ginobili-Finley-Oberto-Duncan,.479,.564,+8,34%,31%,108%,+18%
