Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1819,CHA,1,Walker-Lamb-Batum-Williams-Zeller,.460,.450,+49,33%,35%,48.5%,+3%
1819,CHA,2,Walker-Lamb-Batum-Williams-Biyombo,.430,.460,+13,31%,34%,49.0%,-2%
1819,CHA,3,Walker-Bridges-Batum-Williams-Zeller,.470,.500,+1,30%,39%,56.0%,-3%
1819,CHA,4,Walker-Lamb-Kidd-Gilchrist-Batum-Zeller,.440,.440,-13,36%,36%,51.0%,+4%
1819,CHA,5,Parker-Monk-Bridges-Kidd-Gilchrist-Hernangomez,.540,.470,+14,40%,38%,55.5%,+2%
1819,CHA,6,Walker-Lamb-Kidd-Gilchrist-Batum-Williams,.470,.490,+9,39%,33%,50.5%,+7%
1819,CHA,7,Walker-Bacon-Bridges-Williams-Biyombo,.430,.540,-4,37%,28%,57.0%,+2%
1819,CHA,8,Walker-Lamb-Batum-Williams-Kaminsky,.420,.450,-8,31%,43%,48.0%,-2%
1819,CHA,9,Walker-Bridges-Batum-Williams-Biyombo,.410,.490,-4,39%,40%,54.5%,-3%
1819,CHA,10,Walker-Graham-Batum-Williams-Biyombo,.430,.410,+15,38%,27%,50.0%,-1%
1819,CHA,11,Walker-Bacon-Bridges-Batum-Biyombo,.490,.490,0,32%,38%,53.5%,0%
1819,CHA,12,Walker-Lamb-Batum-Williams-Hernangomez,.530,.600,-2,35%,37%,62.5%,-2%
1819,CHA,13,Graham-Monk-Bacon-Bridges-Hernangomez,.530,.400,+14,34%,36%,54.0%,0%
1819,CHA,14,Walker-Lamb-Bacon-Bridges-Kaminsky,.480,.490,+10,34%,41%,50.5%,-2%
1819,CHA,15,Parker-Monk-Bridges-Williams-Hernangomez,.380,.500,+3,43%,44%,44.0%,0%
1819,CHA,16,Walker-Lamb-Bacon-Bridges-Biyombo,.420,.500,+5,34%,39%,49.0%,+3%
1819,CHA,17,Parker-Monk-Kidd-Gilchrist-Batum-Hernangomez,.430,.470,+4,45%,25%,61.0%,-4%
1819,CHA,18,Walker-Lamb-Kidd-Gilchrist-Batum-Hernangomez,.510,.490,+12,49%,37%,55.0%,-3%
1819,CHA,19,Walker-Lamb-Kidd-Gilchrist-Batum-Biyombo,.520,.320,+5,24%,23%,51.0%,-14%
1819,CHA,20,Walker-Monk-Batum-Williams-Zeller,.460,.460,-8,31%,32%,46.0%,-5%
