Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0809,DEN,1,Billups-Jones-Anthony-Martin-Nene,.524,.524,+57,41%,35%,46%,+2%
0809,DEN,2,Billups-Smith-Anthony-Martin-Nene,.549,.482,+24,46%,31%,49.5%,+9%
0809,DEN,3,Carter-Smith-Kleiza-Andersen-Nene,.565,.450,+43,44%,36%,55.5%,-3%
0809,DEN,4,Billups-Smith-Jones-Martin-Nene,.543,.516,+23,40%,33%,49.5%,+1%
0809,DEN,5,Billups-Smith-Anthony-Martin-Andersen,.536,.396,+31,43%,39%,43.5%,+2%
0809,DEN,6,Billups-Carter-Anthony-Martin-Nene,.574,.478,+11,38%,29%,49.5%,+1%
0809,DEN,7,Billups-Jones-Anthony-Balkman-Nene,.571,.429,+17,42%,38%,50.5%,+5%
0809,DEN,8,Carter-Smith-Balkman-Kleiza-Andersen,.517,.545,-15,38%,44%,44.5%,+3%
0809,DEN,9,Carter-Smith-Anthony-Kleiza-Andersen,.512,.413,-16,40%,40%,51.5%,-13%
0809,DEN,10,Carter-Smith-Kleiza-Martin-Andersen,.523,.465,+6,35%,32%,48%,-6%
0809,DEN,11,Billups-Carter-Kleiza-Martin-Andersen,.472,.443,+4,38%,35%,44%,-3%
0809,DEN,12,Billups-Smith-Anthony-Balkman-Nene,.472,.510,-4,45%,31%,50.5%,+7%
0809,DEN,13,Billups-Smith-Anthony-Kleiza-Nene,.574,.495,-2,35%,35%,49.5%,+1%
0809,DEN,14,Billups-Jones-Anthony-Martin-Petro,.525,.511,-13,33%,28%,44.5%,+6%
0809,DEN,15,Carter-Smith-Anthony-Kleiza-Nene,.495,.511,-3,42%,41%,51%,-3%
0809,DEN,16,Billups-Smith-Anthony-Andersen-Nene,.529,.490,+33,48%,36%,54%,+1%
0809,DEN,17,Billups-Jones-Kleiza-Martin-Nene,.476,.584,0,42%,37%,45.5%,-1%
0809,DEN,18,Billups-Carter-Smith-Kleiza-Andersen,.484,.471,+13,40%,47%,44.5%,-1%
0809,DEN,19,Carter-Smith-Balkman-Kleiza-Nene,.525,.454,-13,46%,36%,58.5%,-7%
0809,DEN,20,Billups-Smith-Kleiza-Martin-Nene,.413,.377,+11,41%,35%,55%,+5%
