Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1819,LAC,1,Gilgeous-Alexander-Bradley-Harris-Gallinari-Gortat,.500,.510,-13,28%,40%,46.0%,-3%
1819,LAC,2,Gilgeous-Alexander-Beverley-Shamet-Gallinari-Zubac,.480,.470,+21,33%,34%,52.5%,+2%
1819,LAC,3,Beverley-Bradley-Harris-Gallinari-Gortat,.410,.430,+1,35%,39%,50.5%,-6%
1819,LAC,4,L.Williams-Beverley-Wallace-Scott-Harrell,.550,.420,-6,43%,33%,50.0%,+1%
1819,LAC,5,Gilgeous-Alexander-Beverley-Bradley-Harris-Gortat,.430,.470,-13,38%,37%,49.5%,0%
1819,LAC,6,Gilgeous-Alexander-Bradley-Harris-Gallinari-Harrell,.410,.450,+11,39%,29%,52.0%,-6%
1819,LAC,7,Gilgeous-Alexander-Beverley-Bradley-Harris-Harrell,.490,.460,-3,32%,33%,48.0%,+1%
1819,LAC,8,L.Williams-Beverley-Bradley-Harris-Harrell,.490,.360,-6,37%,30%,45.0%,+1%
1819,LAC,9,L.Williams-Beverley-Harris-Gallinari-Harrell,.500,.440,+22,38%,36%,53.5%,+3%
1819,LAC,10,Gilgeous-Alexander-Bradley-Harris-Gallinari-Marjanovic,.460,.440,+15,40%,30%,58.5%,-9%
1819,LAC,11,L.Williams-Temple-Wallace-Green-Harrell,.540,.430,+1,50%,35%,52.5%,+4%
1819,LAC,12,Gilgeous-Alexander-Beverley-Harris-Gallinari-Gortat,.520,.480,+2,32%,32%,53.0%,-6%
1819,LAC,13,L.Williams-Temple-Chandler-Green-Harrell,.420,.410,+12,47%,31%,50.5%,+5%
1819,LAC,14,L.Williams-Beverley-Shamet-Gallinari-Harrell,.490,.430,+11,34%,35%,53.5%,-1%
1819,LAC,15,L.Williams-Bradley-Harris-Gallinari-Harrell,.510,.420,+28,38%,29%,47.5%,-1%
1819,LAC,16,Beverley-Bradley-Harris-Gallinari-Harrell,.560,.430,+1,42%,24%,49.5%,-3%
1819,LAC,17,Gilgeous-Alexander-L.Williams-Beverley-Gallinari-Harrell,.460,.470,+6,27%,35%,43.0%,+5%
1819,LAC,18,Gilgeous-Alexander-L.Williams-Harris-Gallinari-Harrell,.360,.490,+1,35%,40%,48.0%,-2%
1819,LAC,19,Gilgeous-Alexander-Shamet-Temple-Gallinari-Zubac,.480,.460,-9,39%,49%,50.5%,0%
1819,LAC,20,Beverley-Bradley-Harris-Gallinari-Marjanovic,.470,.460,+2,33%,27%,58.0%,-2%
