Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1011,LAC,1,Davis-Gordon-Gomes-Griffin-Jordan,.494,.462,+47,34%,29%,54.5%,+1%
1011,LAC,2,Davis-Foye-Gomes-Griffin-Jordan,.527,.452,-3,32%,31%,47.0%,0%
1011,LAC,3,Bledsoe-Gordon-Aminu-Griffin-Jordan,.514,.466,-2,43%,31%,54.5%,-8%
1011,LAC,4,M.Williams-Foye-Gomes-Griffin-Jordan,.436,.508,+16,24%,35%,46.5%,-4%
1011,LAC,5,Bledsoe-Gordon-Gomes-Griffin-Jordan,.497,.429,-10,38%,30%,60.0%,-8%
1011,LAC,6,Bledsoe-Foye-Gomes-Griffin-Jordan,.451,.483,-4,31%,29%,53.5%,-8%
1011,LAC,7,Bledsoe-Gordon-Gomes-Griffin-Kaman,.519,.486,+7,33%,36%,51.5%,-6%
1011,LAC,8,Bledsoe-Foye-Aminu-Diogu-Griffin,.317,.477,+23,37%,29%,53.5%,+4%
1011,LAC,9,M.Williams-Gordon-Moon-Griffin-Jordan,.450,.423,-7,31%,33%,47.5%,-2%
1011,LAC,10,M.Williams-Gordon-Gomes-Griffin-Kaman,.486,.444,+6,31%,20%,49.5%,-1%
1011,LAC,11,M.Williams-Foye-Gordon-Griffin-Kaman,.505,.454,-17,32%,39%,50.0%,-6%
1011,LAC,12,Bledsoe-Foye-Aminu-Griffin-Jordan,.416,.414,-7,26%,34%,44.0%,-10%
1011,LAC,13,Davis-Gordon-Gomes-Griffin-Kaman,.303,.535,+2,34%,30%,48.5%,+4%
1011,LAC,14,Bledsoe-Foye-Aminu-Griffin-Kaman,.608,.464,-2,32%,27%,52.5%,-12%
1011,LAC,15,Bledsoe-Butler-Gomes-Griffin-Jordan,.438,.413,-2,37%,39%,53.0%,-6%
1011,LAC,16,M.Williams-Gordon-Moon-Griffin-Kaman,.419,.408,-10,35%,34%,44.5%,0%
1011,LAC,17,M.Williams-Foye-Gordon-Griffin-Jordan,.473,.448,+6,35%,31%,48.5%,-3%
1011,LAC,18,M.Williams-Gordon-Gomes-Griffin-Jordan,.548,.525,+7,21%,36%,57.5%,+1%
1011,LAC,19,Davis-Gordon-Aminu-Griffin-Jordan,.617,.339,+16,36%,20%,50.0%,+5%
1011,LAC,20,Bledsoe-Gordon-Aminu-Gomes-Griffin,.524,.500,+8,36%,22%,52.0%,-8%
