Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
2122,BKN,1,Harden-Brown-Harris-Durant-Griffin,.460,.430,+1,28%,33%,48.0%,-1%
2122,BKN,2,Irving-Curry-Brown-Durant-Drummond,.480,.470,-18,32%,30%,50.5%,+2%
2122,BKN,3,Mills-Harden-Bembry-Durant-Aldridge,.560,.460,-20,28%,27%,45.5%,0%
2122,BKN,4,Mills-Harden-Brown-Durant-Griffin,.440,.440,+29,30%,31%,43.0%,+5%
2122,BKN,5,Irving-Mills-Harden-Edwards-Sharpe,.560,.460,-6,30%,32%,54.5%,0%
2122,BKN,6,Mills-Harden-Brown-Durant-Aldridge,.490,.470,-13,23%,31%,52.5%,-1%
2122,BKN,7,Irving-Brown-Edwards-Durant-Drummond,.670,.440,+4,39%,31%,58.0%,-11%
2122,BKN,8,Mills-Curry-Brown-J.Johnson-Drummond,.440,.470,-9,27%,33%,52.0%,+3%
2122,BKN,9,Mills-Harden-Bembry-J.Johnson-Claxton,.440,.350,+4,43%,24%,49.0%,-1%
2122,BKN,10,Mills-Harden-Harris-Durant-Griffin,.600,.540,+1,16%,34%,42.5%,-13%
2122,BKN,11,Mills-Harden-Harris-Durant-Aldridge,.630,.490,+7,25%,33%,46.5%,-9%
2122,BKN,12,Dragic-Curry-Brown-Durant-Drummond,.560,.560,+6,37%,38%,52.0%,+8%
2122,BKN,13,Irving-Mills-Edwards-J.Johnson-Griffin,.460,.530,-6,19%,35%,41.5%,+8%
2122,BKN,14,Carter-Mills-Bembry-Durant-Aldridge,.570,.390,-6,9%,35%,43.5%,-1%
2122,BKN,15,Thomas-Harden-Bembry-Durant-Aldridge,.460,.530,+25,15%,42%,53.0%,+4%
2122,BKN,16,Carter-Thomas-DukeJr.-Brown-Sharpe,.430,.470,-11,24%,32%,45.0%,-1%
2122,BKN,17,Mills-Harden-Bembry-Durant-Claxton,.370,.400,+6,22%,40%,35.5%,-8%
2122,BKN,18,Mills-Harden-Brown-Bembry-Claxton,.670,.470,-6,33%,30%,35.5%,+8%
2122,BKN,19,Mills-Harden-Durant-J.Johnson-Aldridge,.590,.440,+5,37%,28%,59.0%,+2%
2122,BKN,20,Irving-Mills-Thomas-Edwards-Sharpe,.510,.480,+3,35%,30%,41.0%,+16%
