Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1213,DEN,1,Lawson-Iguodala-Gallinari-Faried-Koufos,.479,.446,+30,43%,33%,52.5%,+1%
1213,DEN,2,A.Miller-Iguodala-Brewer-Chandler-McGee,.454,.367,-5,43%,32%,48.5%,0%
1213,DEN,3,A.Miller-Iguodala-Gallinari-Faried-Koufos,.531,.452,+16,52%,32%,53.5%,-3%
1213,DEN,4,Lawson-Iguodala-Gallinari-Faried-McGee,.472,.518,+39,44%,36%,54.5%,-10%
1213,DEN,5,Lawson-A.Miller-Iguodala-Gallinari-Faried,.503,.461,+25,45%,34%,58.0%,0%
1213,DEN,6,Lawson-A.Miller-Brewer-Chandler-McGee,.435,.452,+10,41%,32%,48.0%,-4%
1213,DEN,7,A.Miller-Iguodala-Brewer-Faried-McGee,.496,.438,+8,41%,30%,49.5%,+1%
1213,DEN,8,A.Miller-Brewer-Chandler-Gallinari-McGee,.549,.419,+7,49%,28%,47.0%,+2%
1213,DEN,9,Lawson-Iguodala-Chandler-Gallinari-Koufos,.440,.496,+12,40%,37%,57.5%,+1%
1213,DEN,10,A.Miller-Iguodala-Brewer-Gallinari-McGee,.500,.434,+24,43%,33%,51.5%,+4%
1213,DEN,11,Lawson-Iguodala-Brewer-Gallinari-Faried,.490,.470,+6,35%,31%,50.5%,+5%
1213,DEN,12,Lawson-A.Miller-Brewer-Gallinari-Faried,.480,.393,+6,48%,44%,50.5%,+10%
1213,DEN,13,Lawson-Iguodala-Brewer-Faried-Koufos,.538,.476,-2,46%,39%,45.0%,+11%
1213,DEN,14,Lawson-A.Miller-Iguodala-Gallinari-Koufos,.506,.421,+12,47%,33%,57.0%,-5%
1213,DEN,15,Lawson-Iguodala-Brewer-Chandler-McGee,.593,.408,-11,33%,37%,35.5%,+2%
1213,DEN,16,Lawson-Iguodala-Brewer-Gallinari-Koufos,.388,.403,+3,40%,37%,54.0%,+11%
1213,DEN,17,A.Miller-Iguodala-Chandler-Faried-Koufos,.414,.514,-1,43%,32%,47.5%,-7%
1213,DEN,18,A.Miller-Fournier-Hamilton-Randolph-Mozgov,.486,.375,-17,38%,36%,54.0%,-7%
1213,DEN,19,Lawson-Fournier-Iguodala-Chandler-Koufos,.531,.391,-3,43%,30%,47.5%,+11%
1213,DEN,20,Lawson-A.Miller-Brewer-Faried-McGee,.478,.571,-8,38%,30%,44.0%,0%
