Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
2021,BOS,1,Walker-Brown-Tatum-Theis-Thompson,.480,.450,+12,29%,34%,54.0%,-3%
2021,BOS,2,Walker-Smart-Brown-Tatum-R.WilliamsIII,.510,.490,-23,30%,32%,53.0%,-5%
2021,BOS,3,Smart-Brown-Tatum-Theis-Thompson,.510,.530,+1,32%,37%,53.5%,-2%
2021,BOS,4,Walker-Smart-Brown-Tatum-Theis,.490,.500,-14,31%,31%,45.0%,+3%
2021,BOS,5,Walker-Smart-Brown-Tatum-Thompson,.570,.550,-5,34%,32%,49.5%,-5%
2021,BOS,6,Pritchard-Teague-Tatum-Ojeleye-R.WilliamsIII,.610,.540,-11,26%,33%,60.0%,-1%
2021,BOS,7,Walker-Brown-Tatum-Ojeleye-Theis,.490,.400,+12,30%,41%,62.0%,+3%
2021,BOS,8,Smart-Brown-Tatum-Ojeleye-Theis,.490,.440,0,21%,24%,47.5%,+3%
2021,BOS,9,Walker-Smart-Fournier-Tatum-Thompson,.520,.410,-3,28%,31%,52.0%,0%
2021,BOS,10,Walker-Smart-Fournier-Tatum-R.WilliamsIII,.490,.420,-17,38%,35%,51.5%,+11%
2021,BOS,11,Pritchard-Teague-Tatum-G.Williams-R.WilliamsIII,.430,.530,-5,34%,28%,41.5%,+8%
2021,BOS,12,Smart-Brown-Tatum-G.Williams-Thompson,.530,.440,-1,37%,36%,57.0%,+10%
2021,BOS,13,Walker-Smart-Brown-Theis-Thompson,.520,.530,+13,43%,26%,51.5%,+12%
2021,BOS,14,Pritchard-Brown-Tatum-Ojeleye-Thompson,.480,.420,0,29%,28%,41.0%,0%
2021,BOS,15,Walker-Brown-Tatum-Ojeleye-Thompson,.520,.460,+3,39%,42%,53.5%,-12%
2021,BOS,16,Teague-Smart-Brown-G.Williams-Thompson,.440,.580,0,29%,37%,43.5%,+10%
2021,BOS,17,Teague-Brown-Tatum-Theis-Thompson,.490,.390,+10,43%,25%,57.0%,+2%
2021,BOS,18,Smart-Brown-Tatum-G.Williams-R.WilliamsIII,.430,.480,-1,41%,27%,51.5%,+6%
2021,BOS,19,Walker-Edwards-Tatum-G.Williams-Thompson,.410,.510,-3,20%,31%,45.5%,+9%
2021,BOS,20,Pritchard-Brown-Tatum-Ojeleye-Theis,.420,.440,+4,37%,39%,57.5%,-7%
