Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1920,NOP,1,Holiday-Ball-Williamson-Ingram-Favors,.510,.410,+33,47%,34%,54.0%,-3%
1920,NOP,2,Holiday-Ball-Redick-Ingram-Favors,.480,.500,-36,35%,35%,47.0%,0%
1920,NOP,3,Ball-Redick-Hart-Ingram-Favors,.470,.510,+3,27%,36%,51.5%,-6%
1920,NOP,4,Holiday-Redick-Williams-Ingram-Hayes,.510,.420,-6,32%,32%,50.0%,+3%
1920,NOP,5,Holiday-Ball-Redick-Ingram-Hayes,.420,.450,+9,30%,33%,44.0%,-1%
1920,NOP,6,Holiday-Redick-Williams-Ingram-Favors,.470,.480,-12,23%,27%,48.0%,-2%
1920,NOP,7,Holiday-Ball-Hart-Ingram-Favors,.530,.390,+2,33%,32%,43.5%,-3%
1920,NOP,8,Ball-Redick-Hart-Ingram-Hayes,.430,.530,+6,24%,44%,50.0%,0%
1920,NOP,9,Holiday-Redick-Hart-Ingram-Hayes,.510,.460,-9,38%,31%,50.5%,+4%
1920,NOP,10,Jackson-Alexander-Walker-Hart-Melli-Hayes,.440,.510,-7,32%,33%,46.5%,-7%
1920,NOP,11,Ball-Moore-Hart-Ingram-Hayes,.420,.450,-3,29%,51%,50.0%,0%
1920,NOP,12,Ball-Moore-Hart-Ingram-Favors,.440,.540,-3,21%,38%,64.0%,-1%
1920,NOP,13,Ball-Redick-Hart-Williamson-Melli,.480,.440,+13,49%,42%,47.0%,-1%
1920,NOP,14,Holiday-Redick-Williams-Ingram-Okafor,.480,.480,+6,25%,27%,51.5%,-8%
1920,NOP,15,Holiday-Ball-Hart-Williamson-Favors,.520,.420,+7,47%,27%,61.0%,-1%
1920,NOP,16,Holiday-Ball-Hart-Ingram-Okafor,.560,.520,+1,52%,36%,44.0%,-7%
1920,NOP,17,Ball-Moore-Hart-Williamson-Melli,.490,.560,-5,45%,56%,58.0%,-6%
1920,NOP,18,Holiday-Ball-Ingram-Melli-Okafor,.500,.480,+5,33%,46%,56.5%,-6%
1920,NOP,19,Holiday-Redick-Hart-Williamson-Melli,.660,.570,-2,41%,48%,49.5%,-2%
1920,NOP,20,Holiday-Ball-Redick-Ingram-Okafor,.430,.690,+2,32%,29%,51.5%,-7%
